Variable,FED000_041823_01.CSV,FED001_042523_02.CSV,FED011_041823_00.CSV,FED015_041723_00.CSV,FED015_041823_00.CSV,FED017_041723_02.CSV,FED017_041823_00.CSV,FED019_041723_00.CSV,FED019_041823_00.CSV,FED011_041723_00.CSV,Average,STD
Pellets Taken,154.0,136.0,136.0,98.0,143.0,134.0,139.0,142.0,145.0,147.0,137.4,15.086417732516889
Pellets Taken (Night),106.0,87.0,84.0,65.0,95.0,78.0,93.0,94.0,83.0,85.0,87.0,11.075498483890767
Pellets Taken (Day),48.0,49.0,52.0,33.0,48.0,56.0,46.0,48.0,62.0,62.0,50.4,8.461678320522472
Pellets per Hour,6.906603879358673,6.416944087656295,6.058206295783013,4.308376176926741,6.409601952264153,5.88579795021962,6.219857803410729,6.270469181232751,6.531041213122138,6.581843961046229,6.158874250102035,0.7095535285369258
Pellets per Hour (Night),8.856294095803936,7.402505317891751,6.962928851024638,5.419928660768054,8.055019077676763,6.590311678558018,7.65432098765432,7.976428992339423,6.531718620207231,7.1035587436451,7.255301502556923,0.9630115152835115
Pellets per Hour (Day),4.647285049619449,5.190067082499706,5.007221954742417,3.068736600108491,4.5643043926147016,5.122992478145965,4.510786663761168,4.419437340153453,6.530134581626683,5.979746021539946,4.9040712164811975,0.9357643993809623
Number of Meals,100.0,89.0,94.0,79.0,121.0,100.0,86.0,97.0,99.0,83.0,94.8,11.8490505948789
Number of Meals (Night),67.0,54.0,59.0,50.0,81.0,55.0,55.0,60.0,56.0,48.0,58.5,9.513148795220223
Number of Meals (Day),33.0,35.0,35.0,29.0,40.0,45.0,31.0,38.0,43.0,35.0,36.4,5.103375789067903
Average Pellets per Meal,1.53,1.5168539325842696,1.4361702127659575,1.2278481012658229,1.1735537190082646,1.33,1.6046511627906976,1.4536082474226804,1.4545454545454546,1.7590361445783131,1.4486266974961461,0.17341980712179417
Average Pellets per Meal (Night),1.5820895522388059,1.6111111111111112,1.423728813559322,1.3,1.1728395061728396,1.4181818181818182,1.690909090909091,1.5833333333333333,1.4821428571428572,1.7708333333333333,1.5035169415982512,0.18122008710314286
Average Pellets per Meal (Day),1.4242424242424243,1.3714285714285714,1.457142857142857,1.103448275862069,1.175,1.2222222222222223,1.4516129032258065,1.236842105263158,1.4186046511627908,1.7428571428571429,1.3603401153407042,0.18447964973059772
% Pellets within Meals,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Night),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Day),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Total Pokes,179.0,211.0,305.0,147.0,182.0,186.0,159.0,172.0,201.0,168.0,191.0,44.21663839677448
Total Pokes (Night),124.0,106.0,116.0,104.0,112.0,111.0,102.0,112.0,104.0,97.0,108.8,7.800284895082002
Total Pokes (Day),54.0,104.0,188.0,42.0,69.0,74.0,56.0,59.0,96.0,70.0,81.2,41.999470896138156
Correct Pokes (%),0.009497206703910615,0.008293838862559242,0.005836065573770492,0.007959183673469388,0.009285714285714286,0.008279569892473118,0.009245283018867925,0.009651162790697674,0.008756218905472637,0.009345238095238096,0.008614948180217349,0.0011362930077423808
Correct Pokes (%) (Night),96.7741935483871,88.67924528301887,86.20689655172413,76.92307692307693,95.53571428571429,83.78378378378379,93.13725490196079,97.32142857142857,97.11538461538461,97.9381443298969,91.3415122794376,7.160113943825263
Correct Pokes (%) (Day),96.29629629629629,79.8076923076923,42.02127659574468,92.85714285714286,92.7536231884058,85.13513513513513,96.42857142857143,98.30508474576271,80.20833333333334,91.42857142857143,85.5241727316656,16.642600014204646
Recording Duration (Hours),22.2975,21.19388888888889,22.448888888888888,22.746388888888887,22.310277777777777,22.766666666666666,22.34777777777778,22.645833333333332,22.201666666666668,22.33416666666667,22.329305555555557,0.4455875586933243
Battery Change (V),-0.040000000000000036,-0.050000000000000266,-0.050000000000000266,-0.050000000000000266,-0.04999999999999982,-0.06000000000000005,-0.04999999999999982,-0.04999999999999982,-0.06000000000000005,-0.04999999999999982,-0.051000000000000024,0.005676462121975476
Battery Rate (V/hour),-0.0017939230855477087,-0.0023591706204618857,-0.0022272817263908258,-0.00219815111067692,-0.002241119563728717,-0.002635431918008787,-0.0022373589220901825,-0.002207911683532651,-0.002702499812326404,-0.002238722435730002,-0.0022841570878494085,0.00025097871743725057
Motor Turns (Mean),1.5909090909090908,1.5441176470588236,1.6911764705882353,1.4387755102040816,1.2937062937062938,1.492537313432836,1.4316546762589928,1.4366197183098592,1.6689655172413793,1.530612244897959,1.511907448260755,0.12012827463191234
Motor Turns (Median),2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3,0.4830458915396479
Motor Turns Above 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
