Variable,FED012_041923_00.CSV,FED012_042023_00.CSV,FED014_041923_00.CSV,FED014_042023_00.CSV,FED016_041923_00.CSV,FED016_042023_00.CSV,FED018_041923_00.CSV,FED018_042023_00.CSV,FED020_041923_00.CSV,FED020_042023_00.CSV,Average,STD
Pellets Taken,25.0,38.0,25.0,36.0,44.0,23.0,20.0,34.0,12.0,31.0,28.8,9.554521907918202
Pellets Taken (Night),15.0,27.0,20.0,21.0,31.0,12.0,11.0,19.0,6.0,19.0,18.1,7.475143997126596
Pellets Taken (Day),10.0,11.0,5.0,15.0,13.0,11.0,9.0,15.0,6.0,12.0,10.7,3.368151487751767
Pellets per Hour,1.1283144236193818,1.6316404665919229,1.2188350645305455,1.575051954838788,1.9358623386781384,1.004829979854858,0.8909567885957531,1.4588796185935637,0.5554484088717454,1.3306148728404334,1.273043391701513,0.4019032155952163
Pellets per Hour (Night),1.3236267372600927,2.102076124567474,1.7261633621826376,1.7825143827218712,2.669600995120084,0.9881513335468228,1.0005811456148774,1.4996711247533436,0.47422499341354174,1.6277962874821512,1.5194406486662895,0.6208156948597954
Pellets per Hour (Day),0.9238349414904536,1.0531354715174726,0.5602240896358543,1.354367836271977,1.169415292353823,1.0236790404301521,0.785740269188796,1.4102898929224341,0.6702454463648493,1.0322333994408734,0.9983165679616685,0.27504744927230573
Number of Meals,14.0,29.0,22.0,30.0,32.0,17.0,18.0,31.0,11.0,25.0,22.9,7.6077445920442
Number of Meals (Night),7.0,20.0,18.0,19.0,23.0,8.0,10.0,18.0,6.0,14.0,14.3,6.129165250396392
Number of Meals (Day),7.0,9.0,4.0,12.0,9.0,9.0,8.0,13.0,5.0,11.0,8.7,2.869378562220979
Average Pellets per Meal,1.7142857142857142,1.2758620689655173,1.0909090909090908,1.1666666666666667,1.34375,1.2941176470588236,1.0555555555555556,1.064516129032258,1.0,1.2,1.2205662872473624,0.20757042608961937
Average Pellets per Meal (Night),2.142857142857143,1.35,1.1111111111111112,1.1578947368421053,1.3478260869565217,1.5,1.1,1.0555555555555556,1.0,1.3571428571428572,1.3122387490465293,0.33376454421604446
Average Pellets per Meal (Day),1.2857142857142858,1.1111111111111112,1.0,1.1666666666666667,1.3333333333333333,1.1111111111111112,1.0,1.0769230769230769,1.0,1.0,1.1084859584859585,0.12176390080440612
% Pellets within Meals,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Night),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Day),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Total Pokes,80.0,65.0,97.0,106.0,81.0,89.0,81.0,88.0,29.0,120.0,83.6,24.51394161152656
Total Pokes (Night),58.0,42.0,75.0,46.0,59.0,21.0,30.0,45.0,18.0,53.0,44.7,17.85154832998465
Total Pokes (Day),21.0,22.0,21.0,59.0,21.0,67.0,50.0,42.0,10.0,66.0,37.9,21.42921163064827
Correct Pokes (%),0.00375,0.006461538461538461,0.004536082474226804,0.005283018867924529,0.005679012345679012,0.006292134831460674,0.006049382716049383,0.004772727272727273,0.005517241379310344,0.00425,0.005259113834891647,0.0009089725482096625
Correct Pokes (%) (Night),31.03448275862069,69.04761904761905,42.66666666666667,54.347826086956516,52.54237288135594,61.904761904761905,63.33333333333333,44.44444444444444,55.55555555555556,37.735849056603776,51.26129117359178,12.098567582383483
Correct Pokes (%) (Day),61.904761904761905,68.18181818181817,61.904761904761905,54.23728813559322,76.19047619047619,65.67164179104478,64.0,54.761904761904766,60.0,48.484848484848484,61.53375013552094,7.84728356296778
Recording Duration (Hours),22.156944444444445,23.289444444444445,20.511388888888888,22.85638888888889,22.72888888888889,22.889444444444443,22.447777777777777,23.305555555555557,21.604166666666668,23.2975,22.50875,0.8891918200051443
Battery Change (V),-0.040000000000000036,-0.03000000000000025,0.33000000000000007,-0.08999999999999986,0.3299999999999996,-0.04999999999999982,-0.06000000000000005,-0.050000000000000266,0.37000000000000055,-0.0600000000000005,0.06499999999999995,0.1930025906561879
Battery Rate (V/hour),-0.0018053030777910126,-0.0012881372104673182,0.0160886228518032,-0.003937629887096963,0.014518967540086022,-0.002184412999684466,-0.002672870365787262,-0.0021454112038140757,0.017126325940212173,-0.0025753836248524732,0.003112476796260783,0.00887978201579882
Motor Turns (Mean),1.4,1.368421052631579,1.68,1.3888888888888888,1.2272727272727273,1.5217391304347827,1.35,1.6470588235294117,1.5833333333333333,1.6451612903225807,1.4811875246413302,0.15474527579342706
Motor Turns (Median),1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.1,0.31622776601683794
Motor Turns Above 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
