Variable,FED012_040923_00.CSV,FED012_041023_00.CSV,FED014_040923_00.CSV,FED014_041023_00.CSV,FED016_040923_00.CSV,FED016_041023_00.CSV,FED018_040923_00.CSV,FED018_041023_00.CSV,FED020_040923_00.CSV,FED020_041023_00.CSV,Average,STD
Pellets Taken,73.0,59.0,50.0,115.0,40.0,107.0,95.0,55.0,70.0,61.0,72.5,25.149552679918582
Pellets Taken (Night),36.0,35.0,37.0,72.0,25.0,67.0,46.0,36.0,35.0,35.0,42.4,15.17454008089427
Pellets Taken (Day),37.0,24.0,13.0,43.0,15.0,40.0,49.0,19.0,35.0,26.0,30.1,12.431590583849053
Pellets per Hour,3.0736842105263156,2.5170350180719323,2.1222911311811727,5.0115604837245336,1.7258323545626693,4.563764750485759,3.9830429516444608,2.4196800645248016,2.929755621177948,2.6023582390235234,3.0949004824923114,1.080145733872142
Pellets per Hour (Night),2.848977797318092,3.0275361622374932,3.1949341584514643,5.918754138789304,2.1209907383404425,5.899474134768252,3.885408601393679,3.056243367527414,2.907983106002908,3.017024639034552,3.587732684386361,1.2953708223690585
Pellets per Hour (Day),3.329167708072981,2.0202492576051627,1.0852677225610463,3.9880461665292657,1.3169125716376051,3.3088995611112386,4.07927294591032,1.734983766233766,2.951856624106829,2.1960489887851344,2.601070531255335,1.0781261529617068
Number of Meals,44.0,49.0,42.0,72.0,33.0,91.0,71.0,38.0,51.0,49.0,54.0,18.20256392196806
Number of Meals (Night),21.0,31.0,31.0,44.0,20.0,54.0,36.0,24.0,25.0,29.0,31.5,10.700467279516348
Number of Meals (Day),23.0,18.0,11.0,28.0,13.0,38.0,35.0,15.0,26.0,20.0,22.7,9.092732140439296
Average Pellets per Meal,1.6363636363636365,1.183673469387755,1.1666666666666667,1.5833333333333333,1.1818181818181819,1.164835164835165,1.323943661971831,1.4210526315789473,1.3529411764705883,1.2244897959183674,1.3239117718344473,0.17479456427037293
Average Pellets per Meal (Night),1.7142857142857142,1.1290322580645162,1.1935483870967742,1.6363636363636365,1.25,1.2407407407407407,1.2777777777777777,1.5,1.4,1.206896551724138,1.3548645066053298,0.2001132073491438
Average Pellets per Meal (Day),1.565217391304348,1.2777777777777777,1.0909090909090908,1.5,1.0769230769230769,1.0526315789473684,1.3714285714285714,1.2666666666666666,1.3076923076923077,1.25,1.2759246461649207,0.17271802528366795
% Pellets within Meals,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Night),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Day),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Total Pokes,188.0,196.0,131.0,152.0,124.0,157.0,190.0,132.0,213.0,166.0,164.9,30.87411717136396
Total Pokes (Night),68.0,100.0,62.0,92.0,62.0,89.0,76.0,84.0,124.0,78.0,83.5,19.051100872244746
Total Pokes (Day),119.0,95.0,68.0,60.0,61.0,67.0,113.0,47.0,88.0,88.0,80.6,23.85698127499696
Correct Pokes (%),0.005585106382978724,0.005255102040816326,0.005572519083969466,0.008421052631578947,0.005080645161290322,0.007707006369426752,0.006105263157894737,0.005378787878787879,0.00460093896713615,0.006265060240963855,0.005997148191484315,0.0011997620937808026
Correct Pokes (%) (Night),63.23529411764706,60.0,66.12903225806451,88.04347826086956,51.61290322580645,78.65168539325843,64.47368421052632,54.761904761904766,39.516129032258064,65.38461538461539,63.180872664495055,13.53001861479218
Correct Pokes (%) (Day),53.78151260504202,47.368421052631575,50.0,83.33333333333334,50.81967213114754,77.61194029850746,61.06194690265486,53.191489361702125,56.81818181818182,62.5,59.648649750320075,12.01736115785842
Recording Duration (Hours),23.75,23.440277777777776,23.559444444444445,22.946944444444444,23.177222222222223,23.445555555555554,23.851111111111113,22.73027777777778,23.892777777777777,23.440277777777776,23.42338888888889,0.37969583433558607
Battery Change (V),-0.050000000000000266,-0.040000000000000036,-0.08000000000000007,-0.04999999999999982,-0.04999999999999982,-0.0600000000000005,-0.04999999999999982,-0.06000000000000005,-0.06000000000000005,0.40000000000000036,-0.010000000000000009,0.14445299120013647
Battery Rate (V/hour),-0.002105263157894748,-0.00170646441903182,-0.0033956658098898795,-0.0021789393407497895,-0.0021572904432033287,-0.002559120420833157,-0.0020963383956023405,-0.0026396509794816042,-0.0025112191038668148,0.0170646441903182,-0.00042853078802352793,0.006163150208515257
Motor Turns (Mean),1.547945205479452,1.3559322033898304,1.66,1.6956521739130435,1.325,1.3364485981308412,1.4842105263157894,1.5636363636363637,1.3142857142857143,1.1967213114754098,1.4479832096626444,0.1660044494974241
Motor Turns (Median),1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.42163702135578396
Motor Turns Above 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
