,MOUSEID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,COUNT,MEAL_SIZE,SNACK_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,NUMBER_OF_SNACKS,SNACK_FREQUENCY,NUMBER_OF_MEGA_MEALS,AVERAGE_MEGA_MEAL_SIZE,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
369,FEDXDM19,M,NR,3.0,CAS5,130,2.5454545454545454,1.0,22,0.9465192709889453,27,1.1616372871227965,9,5.222222222222222,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
370,FEDXDM20,M,NR,3.0,CAS5,118,3.0,1.0,25,1.0832671336751643,26,1.1265978190221708,3,5.666666666666667,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0
371,FEDXDM11,M,NR,3.0,SUC,25,3.2,1.0,5,0.24096385542168675,9,0.43373493975903615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
372,FEDXDM12,M,NR,3.0,SUC,25,2.0,1.0,5,0.2443494196701283,15,0.733048259010385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
373,FEDXDM13,M,NR,3.0,SUC,44,2.25,1.0,12,0.529625951671632,17,0.7503034315348119,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
374,FEDXDM14,M,NR,3.0,SUC,20,2.0,1.0,2,0.09092975676290066,16,0.7274380541032053,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,FEDXDM15,M,NR,3.0,SUC,12,2.0,1.0,1,0.04640371229698376,10,0.46403712296983757,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
376,FEDXDM16,M,NR,3.0,SUC,38,2.0,1.0,5,0.21662213878258357,23,0.9964618383998844,1,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
377,FEDXDM17,M,NR,3.0,SUC,36,2.0,1.0,7,0.30779001880939005,22,0.9673400591152259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
378,FEDXDM18,M,NR,3.0,SUC,23,3.0,1.0,3,0.13802798900888236,14,0.6441306153747843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
379,FEDXDM19,M,NR,3.0,SUC,34,2.0,1.0,3,0.13535530768266701,28,1.2633162050382254,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
380,FEDXDM20,M,NR,3.0,SUC,31,2.3333333333333335,1.0,6,0.2664232676320399,17,0.7548659249574463,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
381,FEDXDM11,M,NR,4.0,CAS5,105,2.625,1.0,16,0.723918207296995,20,0.9048977591212437,6,7.166666666666667,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0
382,FEDXDM12,M,NR,4.0,CAS5,74,2.6666666666666665,1.0,12,0.5391642953422195,42,1.8870750336977684,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
383,FEDXDM13,M,NR,4.0,CAS5,75,2.3636363636363638,1.0,11,0.49794409445848575,44,1.991776377833943,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
384,FEDXDM14,M,NR,4.0,CAS5,78,2.2857142857142856,1.0,14,0.630110269297127,35,1.5752756732428175,2,5.5,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
385,FEDXDM15,M,NR,4.0,CAS5,91,2.6666666666666665,1.0,9,0.41079216959123643,40,1.8257429759610508,4,6.75,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,FEDXDM16,M,NR,4.0,CAS5,78,2.6,1.0,10,0.4391475657806458,45,1.976164046012906,1,7.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
387,FEDXDM17,M,NR,4.0,CAS5,77,2.5,1.0,14,0.6148365925365669,42,1.8445097776097008,0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
388,FEDXDM18,M,NR,4.0,CAS5,106,2.3793103448275863,1.0,29,1.2840696644691527,22,0.9741218144248744,3,5.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0
389,FEDXDM19,M,NR,4.0,CAS5,70,2.5,1.0,8,0.35160542058356736,45,1.9777804907825665,1,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,FEDXDM20,M,NR,4.0,CAS5,58,2.5,1.0,8,0.3609655829343493,38,1.7145865189381595,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
391,FEDXDM11,M,NR,4.0,SUC,44,2.7,1.0,10,0.4509413400473489,17,0.7666002780804931,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
392,FEDXDM12,M,NR,4.0,SUC,43,2.4,1.0,5,0.22797507472516337,31,1.413445463296013,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
393,FEDXDM13,M,NR,4.0,SUC,41,2.0,1.0,3,0.13652222278404208,35,1.592759265813824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
394,FEDXDM14,M,NR,4.0,SUC,58,2.5,1.0,6,0.26925953627524307,43,1.9296933433059087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
395,FEDXDM15,M,NR,4.0,SUC,48,2.6,1.0,5,0.23001725129384704,35,1.6101207590569293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
396,FEDXDM16,M,NR,4.0,SUC,52,2.0,1.0,2,0.08817262240074455,43,1.895711381616008,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,FEDXDM17,M,NR,4.0,SUC,52,2.0,1.0,7,0.3119236529725581,38,1.6932998304224582,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
398,FEDXDM18,M,NR,4.0,SUC,45,2.125,1.0,8,0.3574842049079602,28,1.2511947171778608,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,FEDXDM19,M,NR,4.0,SUC,49,2.0,1.0,4,0.17843866171003717,41,1.828996282527881,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,FEDXDM20,M,NR,4.0,SUC,39,2.0,1.0,4,0.18076826512678887,31,1.4009540547326136,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
