MOUSEID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,COUNT,MEAL_SIZE,SNACK_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,NUMBER_OF_SNACKS,SNACK_FREQUENCY
FEDXDF18,F,NR,0,MIX,244,24.4,2.6166666666666667,10,0.42560737719453806,120,5.1072885263344565
FEDXDF18,F,NR,0,MIX,288,9.6,2.6986301369863015,30,0.6208145316586671,73,1.5106486937027566
FEDXDF19,F,NR,0,MIX,278,11.583333333333334,2.7804878048780486,24,1.0198781812172435,82,3.484583785825582
FEDXDF19,F,NR,0,MIX,312,12,2.616822429906542,26,0.5376220562894889,107,2.2125215393452042
FEDXDF20,F,NR,0,MIX,305,19.0625,2.620155039,16,0.701651805,129,5.657067680163719
FEDXDF20,F,NR,0,MIX,283,16.647058823529413,2.4577464788732395,17,0.39211414878553535,142,3.275306419267413
FEDXDF11,F,NR,1,CAS20,95,19,2.9722222222222223,5,0.2199736031676199,36,1.5838099428068635
FEDXDF12,F,NR,1,CAS20,128,16,2.4516129032258065,8,0.33988316516197553,62,2.6340945300053105
FEDXDF13,F,NR,1,CAS20,119,59.5,2.466666666666667,2,0.086660328,75,3.249762285906864
FEDXDF14,F,NR,1,CAS20,114,114,2.44,1,0.041571399,75,3.1178549158179174
FEDXDF15,F,NR,1,CAS20,136,0,2.40625,0,0,96,4.1245972073039745
FEDXDF16,F,NR,1,CAS20,144,28.8,2.6956521739130435,5,0.21436993104433885,69,2.958305048411876
FEDXDF17,F,NR,1,CAS20,72,36,2.4651162790697674,2,0.094608623,43,2.0340853842818287
FEDXDF18,F,NR,1,CAS20,92,92,2.359375,1,0.043134952491642606,64,2.7606369594651268
FEDXDF19,F,NR,1,CAS20,130,21.666666666666668,2.693548387096774,6,0.2575322213346369,62,2.661166287124581
FEDXDF20,F,NR,1,CAS20,128,64,2.6027397260273974,2,0.087010115,73,3.1758691947938944
FEDXDF11,F,NR,1,CAS5,73,36.5,2.4761904761904763,2,0.085017948,42,1.7853769129038353
FEDXDF12,F,NR,1,CAS5,50,0,2.139534884,0,0,43,1.8467264745180378
FEDXDF13,F,NR,1,CAS5,40,0,2.1470588235294117,0,0,34,1.4861222408392218
FEDXDF14,F,NR,1,CAS5,95,95,2.267605633802817,1,0.042461342486111595,71,3.014755316513923
FEDXDF15,F,NR,1,CAS5,70,70,2.2745098039215685,1,0.042656555,51,2.1754843296403816
FEDXDF16,F,NR,1,CAS5,59,0,2.183673469387755,0,0,49,2.0949372350153794
FEDXDF17,F,NR,1,CAS5,115,0,2.5833333333333335,0,0,72,3.187995818215362
FEDXDF18,F,NR,1,CAS5,107,0,2.152173913043478,0,0,92,3.962623084193776
FEDXDF19,F,NR,1,CAS5,55,55,2.3157894736842106,1,0.044212465459011356,38,1.6800736874424316
FEDXDF20,F,NR,1,CAS5,61,0,2.2244897959183674,0,0,49,2.102477920406193
FEDXDF11,F,NR,2,CAS20,137,12.454545454545455,2.693877551020408,11,0.48727066901278476,49,2.170569343784223
FEDXDF12,F,NR,2,CAS20,160,53.333333333333336,2.5217391304347827,3,0.13548775592131676,92,4.154957848253714
FEDXDF13,F,NR,2,CAS20,113,56.5,2.464788732394366,2,0.089044992,71,3.1610972321848174
FEDXDF14,F,NR,2,CAS20,145,16.11111111111111,2.3661971830985915,9,0.4010298049311813,71,3.1636795722348747
FEDXDF15,F,NR,2,CAS20,164,18.22222222222222,2.6315789473684212,9,0.4141792475743669,76,3.4975136461835428
FEDXDF16,F,NR,2,CAS20,146,24.333333333333332,2.554054054054054,6,0.257950488,74,3.181389349988655
FEDXDF17,F,NR,2,CAS20,150,16.666666666666668,2.7704918032786887,9,0.38300588694233634,61,2.595928789275835
FEDXDF18,F,NR,2,CAS20,108,0,2.3375,0,0,80,3.6129161753267933
FEDXDF19,F,NR,2,CAS20,128,18.285714285714285,2.8823529411764706,7,0.3044397463002114,51,2.218061008758683
FEDXDF20,F,NR,2,CAS20,142,20.285714285714285,2.535211267605634,7,0.2979674364158774,71,3.022241140789614
FEDXDF11,F,NR,2,SUC,30,30,2.388888888888889,1,0.050577425609036504,18,0.9103936609626571
FEDXDF12,F,NR,2,SUC,24,0,2.15,0,0,20,0.92442801
FEDXDF13,F,NR,2,SUC,45,0,2.073170731707317,0,0,41,1.8422136518515746
FEDXDF14,F,NR,2,SUC,43,0,2.05,0,0,40,1.7892644135188869
FEDXDF15,F,NR,2,SUC,54,0,2.2045454545454546,0,0,44,2.076560041950708
FEDXDF16,F,NR,2,SUC,37,0,2.0588235294117645,0,0,34,1.473935190202666
FEDXDF17,F,NR,2,SUC,45,0,2.2222222222222223,0,0,36,1.683116883116883
FEDXDF18,F,NR,2,SUC,84,0,2.0641025641025643,0,0,78,3.3030630969745447
FEDXDF19,F,NR,2,SUC,47,0,2.2777777777777777,0,0,36,1.5277614051632677
FEDXDF20,F,NR,2,SUC,58,0,2.0555555555555554,0,0,54,2.319975177220326
FEDXDF11,F,NR,3,CAS5,147,29.4,2.5443037974683542,5,0.22417056889508818,79,3.5418949885423934
FEDXDF12,F,NR,3,CAS5,136,19.428571428571427,2.2409638554216866,7,0.3347813957195807,83,3.9695508349607427
FEDXDF13,F,NR,3,CAS5,98,49,2.155844155844156,2,0.088573959,77,3.4100974313551817
FEDXDF14,F,NR,3,CAS5,134,67,2.2626262626262625,2,0.088259089,99,4.368824928
FEDXDF15,F,NR,3,CAS5,142,71,2.375,2,0.089113322,96,4.277439477201841
FEDXDF16,F,NR,3,CAS5,136,45.333333333333336,2.32967033,3,0.133985063,91,4.064213582115475
FEDXDF17,F,NR,3,CAS5,154,0,2.514851485148515,0,0,101,4.577096891954834
FEDXDF18,F,NR,3,CAS5,143,0,2.1639344262295084,0,0,122,5.501415437031841
FEDXDF19,F,NR,3,CAS5,139,34.75,2.4578313253012047,4,0.180195963,83,3.7390662345300516
FEDXDF20,F,NR,3,CAS5,145,48.333333333333336,2.3608247422680413,3,0.13540282339961385,97,4.378024623254181
FEDXDF11,F,NR,3,SUC,11,0,2,0,0,10,0.44617958728388174
FEDXDF12,F,NR,3,SUC,47,0,2.0454545454545454,0,0,44,2.124264084648705
FEDXDF13,F,NR,3,SUC,27,0,2,0,0,26,1.1605128077962656
FEDXDF14,F,NR,3,SUC,24,0,1.9583333333333333,0,0,24,1.0837932764676366
FEDXDF15,F,NR,3,SUC,30,0,2,0,0,29,1.2883957991386012
FEDXDF16,F,NR,3,SUC,30,0,2,0,0,29,1.3897948588239992
FEDXDF17,F,NR,3,SUC,25,0,2.090909090909091,0,0,22,1.0165053777241575
FEDXDF18,F,NR,3,SUC,52,0,2.02,0,0,50,2.3486123615297294
FEDXDF19,F,NR,3,SUC,35,0,2.096774193548387,0,0,31,1.5943312666076173
FEDXDF20,F,NR,3,SUC,32,0,2.033333333333333,0,0,30,1.3520788211875758
FEDXDF11,F,NR,4,CAS5,86,28.666666666666668,2.140625,3,0.13131816689566286,64,2.8014542271074743
FEDXDF12,F,NR,4,CAS5,62,62,2.017857142857143,1,0.043748253107948824,56,2.449902174045134
FEDXDF13,F,NR,4,CAS5,68,68,2.0161290322580645,1,0.043791891201479194,62,2.715097254
FEDXDF14,F,NR,4,CAS5,101,25.25,2.05,4,0.17391724437788353,80,3.478344887557671
FEDXDF15,F,NR,4,CAS5,86,0,2.0625,0,0,80,3.4958244319285297
FEDXDF16,F,NR,4,CAS5,83,41.5,2.0277777777777777,2,0.08840973,72,3.1827502793501883
FEDXDF17,F,NR,4,CAS5,78,0,2.1492537313432836,0,0,67,3.265637692932575
FEDXDF18,F,NR,4,CAS5,91,0,2.0112359550561796,0,0,89,3.914621183427615
FEDXDF19,F,NR,4,CAS5,98,0,2.1547619047619047,0,0,84,3.786721430539207
FEDXDF20,F,NR,4,CAS5,66,0,2.0833333333333335,0,0,60,2.740942834
FEDXDF11,F,NR,4,SUC,42,0,1.9761904761904763,0,0,42,1.8914185639229422
FEDXDF12,F,NR,4,SUC,47,0,1.9787234042553192,0,0,47,2.094396375654499
FEDXDF13,F,NR,4,SUC,40,0,1.975,0,0,40,1.7832596500352937
FEDXDF14,F,NR,4,SUC,41,0,1.975609756097561,0,0,41,1.8129337345697967
FEDXDF15,F,NR,4,SUC,53,0,2.019607843137255,0,0,51,2.276926892788491
FEDXDF16,F,NR,4,SUC,52,0,1.9807692307692308,0,0,52,2.280090618986139
FEDXDF17,F,NR,4,SUC,59,0,2.0357142857142856,0,0,56,2.4894113579393204
FEDXDF18,F,NR,4,SUC,60,0,1.9833333333333334,0,0,60,2.6561731431382194
FEDXDF19,F,NR,4,SUC,55,55,2.0416666666666665,1,0.045201145095675764,48,2.1696549645924366
FEDXDF20,F,NR,4,SUC,51,0,2,0,0,50,2.2903968748807086
FEDXDM1,M,PR,0,MIX,263,16.4375,2.75,16,0.7222661099198737,104,4.6947297144791795
FEDXDM1,M,PR,0,MIX,329,17.31578947368421,2.487603305785124,19,0.403606495,121,2.5703361027190335
FEDXDM2,M,PR,0,MIX,296,8.705882352941176,3.142857142857143,34,1.6460905349794241,21,1.0167029774872913
FEDXDM2,M,PR,0,MIX,273,13.65,2.5609756097560976,20,0.43289522733011865,41,0.8874352160267432
FEDXDM3,M,PR,0,MIX,312,12,2.8105263157894735,26,1.8285535672423223,95,6.681253418770024
FEDXDM3,M,PR,0,MIX,408,14.068965517241379,2.6083916083916083,29,0.6147504784336818,143,3.0313558074488447
FEDXDM4,M,PR,0,MIX,235,13.823529411764707,2.8045977011494254,17,0.7711499206169199,87,3.9464731231571784
FEDXDM4,M,PR,0,MIX,318,9.636363636363637,2.5510204081632653,33,0.7354170148754805,49,1.0919828402696528
FEDXDM5,M,PR,0,MIX,101,8.416666666666666,2.75,12,2.2314049586776856,16,2.975206611570248
FEDXDM5,M,PR,0,MIX,232,9.666666666666666,2.9148936170212765,24,1.0403371462974114,47,2.0373269114990973
FEDXDM5,M,PR,0,MIX,139,12.636363636363637,2.5106382978723403,11,0.4884185599052764,47,2.0868793014134535
FEDXDM6,M,PR,0,MIX,248,7.75,2.6666666666666665,32,1.5503250030279785,33,1.5987726593726028
FEDXDM6,M,PR,0,MIX,355,9.342105263157896,2.5972222222222223,38,0.8440745105540165,72,1.5992990726286629
FEDXDM7,M,PR,0,MIX,149,8.764705882352942,2.5405405405405403,17,1.6544117647058822,37,3.6007785467128026
FEDXDM7,M,PR,0,MIX,218,14.533333333333333,2.8666666666666667,15,0.6670784434836319,75,3.3353922174181596
FEDXDM7,M,PR,0,MIX,162,9.529411764705882,2.5405405405405403,17,0.7309033583337315,37,1.5907896622557685
FEDXDM8,M,PR,0,MIX,260,10.4,2.6825396825396823,25,1.1348447784530804,63,2.859808841701763
FEDXDM8,M,PR,0,MIX,298,12.956521739130435,2.5851063829787235,23,0.4902047848249649,94,2.0034456423281175
FEDXDM9,M,PR,0,MIX,317,11.74074074074074,2.72,27,1.1928283039012357,100,4.417882607041614
FEDXDM9,M,PR,0,MIX,303,9.774193548387096,2.347826086956522,31,0.682164098,23,0.50612175
FEDXDM10,M,PR,0,MIX,250,8.064516129032258,2.75,31,1.904891953709077,52,3.1953026320281293
FEDXDM10,M,PR,0,MIX,315,8.513513513513514,2.5892857142857144,37,0.7885342852576056,56,1.1934572966061059
FEDXDM1,M,PR,1,CAS20,132,16.5,2.559322033898305,8,0.36144124697230207,59,2.6656291964207277
FEDXDM2,M,PR,1,CAS20,154,11,2.5531914893617023,14,0.6281234811002131,47,2.1087002579792866
FEDXDM3,M,PR,1,CAS20,182,26,2.479591836734694,7,0.308986353,98,4.325808943438331
FEDXDM4,M,PR,1,CAS20,142,17.75,2.3378378378378377,8,0.35477155421968737,74,3.281636876532108
FEDXDM5,M,PR,1,CAS20,100,14.285714285714286,2.6052631578947367,7,0.3086381952014109,38,1.6754644882362306
FEDXDM6,M,PR,1,CAS20,121,13.444444444444445,2.4642857142857144,9,0.4074856625415032,56,2.5354663447026864
FEDXDM7,M,PR,1,CAS20,123,15.375,2.3384615384615386,8,0.3566784321010589,65,2.8980122608211034
FEDXDM8,M,PR,1,CAS20,153,25.5,2.4875,6,0.2678305723638528,80,3.571074298184704
FEDXDM9,M,PR,1,CAS20,160,10.666666666666666,2.918918918918919,15,0.673291523,37,1.660785756143785
FEDXDM10,M,PR,1,CAS20,85,21.25,2.5952380952380953,4,0.18057332029192685,42,1.896019863065232
FEDXDM1,M,PR,1,CAS5,86,43,2.375,2,0.088882305,56,2.488704540404415
FEDXDM2,M,PR,1,CAS5,43,43,2.5833333333333335,1,0.048980258234805917,24,1.175526197635342
FEDXDM3,M,PR,1,CAS5,40,0,2.1470588235294117,0,0,34,1.580354030290119
FEDXDM4,M,PR,1,CAS5,51,51,2.3529411764705883,1,0.045676004872107184,34,1.5529841656516443
FEDXDM5,M,PR,1,CAS5,114,14.25,2.6739130434782608,8,0.35408675125405725,46,2.035998819710829
FEDXDM6,M,PR,1,CAS5,109,27.25,2.4482758620689653,4,0.17949964474028646,58,2.6027448487341536
FEDXDM7,M,PR,1,CAS5,75,37.5,2.32,2,0.089528854,50,2.238221360092513
FEDXDM8,M,PR,1,CAS5,48,24,2.193548387096774,2,0.089842775,31,1.3925630147242327
FEDXDM9,M,PR,1,CAS5,70,17.5,2.342857142857143,4,0.17883755588673622,35,1.5648286140089418
FEDXDM10,M,PR,1,CAS5,91,45.5,2.739130434782609,2,0.090131818,46,2.073031809020693
FEDXDM1,M,PR,2,CAS20,135,27,2.4,5,0.22616474845454085,80,3.6186359752726536
FEDXDM2,M,PR,2,CAS20,174,13.384615384615385,2.4423076923076925,13,0.5637671208124029,52,2.2550684832496115
FEDXDM3,M,PR,2,CAS20,178,22.25,2.4081632653061225,8,0.3578395437545817,98,4.383534410993626
FEDXDM4,M,PR,2,CAS20,173,15.727272727272727,2.4615384615384617,11,0.4801862540621817,78,3.4049570742591064
FEDXDM5,M,PR,2,CAS20,184,10.222222222222221,2.7058823529411766,18,0.7930777044806443,34,1.498035664018995
FEDXDM6,M,PR,2,CAS20,164,41,2.4313725490196076,4,0.17328311331993598,102,4.418719389658367
FEDXDM7,M,PR,2,CAS20,181,36.2,2.3361344537815127,5,0.21758839528558477,119,5.178603807796917
FEDXDM8,M,PR,2,CAS20,193,38.6,2.467889908256881,5,0.21856065665335067,109,4.764622315043044
FEDXDM9,M,PR,2,CAS20,213,13.3125,2.5733333333333333,16,0.6983003176296584,75,3.2732827388890238
FEDXDM10,M,PR,2,CAS20,161,23,2.621212121212121,7,0.31358885,66,2.9566948730711795
FEDXDM1,M,PR,2,SUC,62,0,2.1296296296296298,0,0,54,2.474321279926687
FEDXDM2,M,PR,2,SUC,25,25,2.2666666666666666,1,0.047845618,15,0.7176842720820819
