,MOUSEID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,COUNT,MEAL_SIZE,SNACK_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,NUMBER_OF_SNACKS,SNACK_FREQUENCY,NUMBER_OF_MEGA_MEALS,AVERAGE_MEGA_MEAL_SIZE,MEGA_MEAL_FREQUENCY,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
262,FEDXDM8,M,PR,2.0,SUC,47,2.125,1.0,8,0.3491755577109602,30,1.3094083414161009,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
263,FEDXDM9,M,PR,2.0,SUC,13,2.0,1.0,3,0.16838166510757716,7,0.39289055191768,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
264,FEDXDM10,M,PR,2.0,SUC,55,2.0625,1.0,16,0.7175513559976581,22,0.9866331144967798,0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
265,FEDXDM1,M,PR,3.0,CAS5,167,2.9318181818181817,1.0,44,1.9510512766822274,38,1.6849988298619236,4,6.0,0.1773682978802025,3.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0
266,FEDXDM2,M,PR,3.0,CAS5,196,2.933333333333333,1.0,45,1.9807548876960885,64,2.8170736180566593,4,8.0,0.1760671011285412,2.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,0.0,3.0,1.0,2.0,2.0
267,FEDXDM3,M,PR,3.0,CAS5,218,2.3793103448275863,1.0,58,2.542651517919117,80,3.507105541957403,1,6.0,0.04383881927446754,5.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,6.0,8.0,1.0,3.0,2.0,0.0,4.0
268,FEDXDM4,M,PR,3.0,CAS5,193,3.1136363636363638,1.0,44,1.9183025928572295,56,2.4414760272728375,5,6.6,0.21798893100650335,2.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0
269,FEDXDM5,M,PR,3.0,CAS5,175,3.8333333333333335,1.0,42,1.8402891883010188,14,0.6134297294336729,11,7.0,0.4819805016978859,2.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0
270,FEDXDM6,M,PR,3.0,CAS5,190,2.4565217391304346,1.0,46,1.9885203775306803,77,3.328610197170921,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0
271,FEDXDM7,M,PR,3.0,CAS5,151,2.25,1.0,28,1.2158494662565587,88,3.82124117966347,0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0
272,FEDXDM8,M,PR,3.0,CAS5,199,3.3846153846153846,1.0,39,1.671866441210793,67,2.8721808092595675,5,6.4,0.21434185143728116,2.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0
273,FEDXDM9,M,PR,3.0,CAS5,208,2.9574468085106385,1.0,47,2.0281203926786295,69,2.977453342443094,3,8.333333333333334,0.12945449314969976,0.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,5.0,3.0,0.0,0.0,2.0,4.0
274,FEDXDM10,M,PR,3.0,CAS5,165,2.9,1.0,40,1.7164721728868917,49,2.1026784117864423,2,6.0,0.08582360864434459,4.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,0.0,2.0,1.0,2.0
275,FEDXDM1,M,PR,3.0,SUC,35,2.0,1.0,1,0.04406310816269079,33,1.454082569368796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276,FEDXDM2,M,PR,3.0,SUC,2,0.0,1.0,0,0.0,2,0.15445671993993348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,FEDXDM3,M,PR,3.0,SUC,21,2.0,1.0,3,0.14626020774366544,15,0.7313010387183273,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
278,FEDXDM4,M,PR,3.0,SUC,26,2.0,1.0,3,0.13581830528936845,20,0.9054553685957896,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
279,FEDXDM5,M,PR,3.0,SUC,21,2.6666666666666665,1.0,3,0.1426100275976813,13,0.6179767862566189,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
280,FEDXDM6,M,PR,3.0,SUC,30,3.0,1.0,1,0.0450039378445614,27,1.2151063218031577,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,FEDXDM7,M,PR,3.0,SUC,22,2.0,1.0,1,0.04288675514045412,20,0.8577351028090824,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,FEDXDM8,M,PR,3.0,SUC,14,2.0,1.0,1,0.054494262965093396,12,0.6539311555811208,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
283,FEDXDM9,M,PR,3.0,SUC,12,0.0,1.0,0,0.0,12,0.5166413528349499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,FEDXDM10,M,PR,3.0,SUC,32,2.0,1.0,1,0.044691072958176606,30,1.340732188745298,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,FEDXDM1,M,PR,4.0,CAS5,86,3.0,1.0,7,0.3371417868514703,65,3.1306023064779387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,FEDXDM2,M,PR,4.0,CAS5,82,3.4,1.0,5,0.22689742975633737,65,2.9496665868323855,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,FEDXDM3,M,PR,4.0,CAS5,103,2.7142857142857144,1.0,7,0.31413220977050893,84,3.769586517246107,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,FEDXDM4,M,PR,4.0,CAS5,96,3.5,1.0,6,0.2685865632111016,75,3.3573320401387696,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,FEDXDM5,M,PR,4.0,CAS5,81,3.0,1.0,8,0.359106722028953,57,2.55863539445629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
290,FEDXDM6,M,PR,4.0,CAS5,87,2.5714285714285716,1.0,7,0.30994403788204905,69,3.055162659123055,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,FEDXDM7,M,PR,4.0,CAS5,76,2.0,1.0,3,0.13304588851247307,70,3.104404065291038,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,FEDXDM8,M,PR,4.0,CAS5,86,2.6,1.0,5,0.2347540299441807,73,3.4274088371850384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,FEDXDM9,M,PR,4.0,CAS5,85,3.3333333333333335,1.0,6,0.2655422101471546,65,2.8767072765941752,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,FEDXDM10,M,PR,4.0,CAS5,67,2.75,1.0,4,0.17864010222183627,56,2.500961431105708,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,FEDXDM1,M,PR,4.0,SUC,66,2.25,1.0,4,0.17957799171945926,57,2.5589863820022947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,FEDXDM2,M,PR,4.0,SUC,53,2.0,1.0,1,0.04844570044408559,51,2.4707307226483652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,FEDXDM3,M,PR,4.0,SUC,55,0.0,1.0,0,0.0,55,2.4776634882498687,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,FEDXDM4,M,PR,4.0,SUC,47,2.5,1.0,2,0.09086664058457537,42,1.908199452276083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,FEDXDM5,M,PR,4.0,SUC,56,2.0,1.0,3,0.13610586011342157,50,2.2684310018903595,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
300,FEDXDM6,M,PR,4.0,SUC,61,0.0,1.0,0,0.0,61,2.735017187266477,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,FEDXDM7,M,PR,4.0,SUC,39,0.0,1.0,0,0.0,39,1.7659044600407516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,FEDXDM8,M,PR,4.0,SUC,59,2.0,1.0,1,0.04821536195004353,57,2.748275631152481,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,FEDXDM9,M,PR,4.0,SUC,40,0.0,1.0,0,0.0,40,1.81335079522988,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,FEDXDM10,M,PR,4.0,SUC,45,2.0,1.0,2,0.0920021978302815,41,1.8860450555207706,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,FEDXDM11,M,NR,0.0,MIX,256,2.8181818181818183,1.0,77,3.58974358974359,39,1.8181818181818183,1,8.0,0.046620046620046623,2.0,0.0,3.0,0.0,3.0,12.0,5.0,0.0,4.0,0.0,0.0,2.0,4.0,5.0,1.0,3.0,5.0,4.0,6.0,5.0,5.0,0.0,2.0,6.0
306,FEDXDM11,M,NR,0.0,MIX,293,5.395833333333333,1.0,48,1.0194870705676207,34,0.722136674985398,22,8.181818181818182,0.46726490734349285,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,3.0,6.0,0.0,4.0,4.0,5.0,3.0
307,FEDXDM12,M,NR,0.0,MIX,257,3.176470588235294,1.0,68,3.055264340272578,41,1.8421446757525837,6,6.666666666666667,0.26958214767110983,5.0,0.0,4.0,0.0,2.0,5.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,5.0,5.0,3.0,8.0,6.0,3.0,0.0,4.0,0.0,2.0,4.0
308,FEDXDM12,M,NR,0.0,MIX,303,3.6714285714285713,1.0,70,1.4896346257293003,46,0.9789027540506829,11,7.181818181818182,0.2340854411860329,5.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,7.0,7.0,6.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,3.0
309,FEDXDM13,M,NR,0.0,MIX,249,3.227272727272727,1.0,66,3.0875186797479044,36,1.6841010980443116,4,8.0,0.18712234422714571,4.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,2.0,0.0,4.0,5.0
310,FEDXDM13,M,NR,0.0,MIX,324,3.6857142857142855,1.0,70,1.4896258201808832,66,1.4045043447419756,12,8.25,0.25536442631672285,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,9.0,8.0,8.0,9.0,3.0,2.0,3.0,6.0,7.0
311,FEDXDM14,M,NR,0.0,MIX,326,3.986111111111111,1.0,72,3.5319607014866397,39,1.9131453799719298,15,7.4,0.73582514614305,5.0,0.0,2.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,3.0,1.0,6.0,6.0,5.0,7.0,6.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0
312,FEDXDM14,M,NR,0.0,MIX,287,5.3125,1.0,48,1.028081865778201,32,0.6853879105188005,20,8.2,0.42836744407425037,5.0,4.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,8.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0
313,FEDXDM15,M,NR,0.0,MIX,263,3.5217391304347827,1.0,69,3.26781908595785,20,0.9471939379587971,10,7.8,0.47359696897939857,2.0,1.0,2.0,0.0,0.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,7.0,5.0,8.0,1.0,3.0,8.0,0.0,2.0,3.0,2.0
314,FEDXDM15,M,NR,0.0,MIX,292,4.209677419354839,1.0,62,1.3835253863271493,31,0.6917626931635746,13,7.923076923076923,0.2900940326169829,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,8.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,6.0
315,FEDXDM16,M,NR,0.0,MIX,365,4.166666666666667,1.0,78,3.5948381810733303,40,1.8435067595247847,16,8.625,0.7374027038099139,4.0,0.0,2.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,2.0,2.0,3.0,7.0,3.0,6.0,4.0,7.0,8.0,1.0,4.0,3.0,2.0,5.0
316,FEDXDM16,M,NR,0.0,MIX,282,3.909090909090909,1.0,66,1.4165201061197723,24,0.51509822040719,14,7.285714285714286,0.3004739619041941,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,5.0,8.0,4.0,7.0,5.0,4.0,1.0,3.0,1.0,4.0,3.0
317,FEDXDM17,M,NR,0.0,MIX,259,3.5,1.0,64,2.9603741584005756,35,1.6189546178753147,6,6.666666666666667,0.27753507735005395,5.0,0.0,4.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,2.0,1.0,2.0,4.0,6.0,4.0,7.0,6.0,0.0,0.0,1.0,4.0,2.0,3.0
318,FEDXDM17,M,NR,0.0,MIX,316,4.318181818181818,1.0,66,1.4094700250335164,31,0.6620237996369547,16,7.6875,0.3416897030384282,6.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,6.0,6.0,7.0,2.0,3.0,3.0,4.0,6.0
319,FEDXDM18,M,NR,0.0,MIX,254,2.9577464788732395,1.0,71,3.2169557228081653,44,1.9936063634304124,2,6.5,0.09061847106501875,4.0,4.0,1.0,3.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,3.0,4.0,5.0,7.0,2.0,8.0,5.0,4.0,0.0,4.0,2.0,0.0,3.0
320,FEDXDM18,M,NR,0.0,MIX,267,4.470588235294118,1.0,51,1.1364761810438744,39,0.8690700207982569,11,8.636363636363637,0.2451223135584827,1.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,1.0,1.0,2.0,5.0
321,FEDXDM19,M,NR,0.0,MIX,263,2.9444444444444446,1.0,72,3.270745003028468,51,2.316777710478498,4,7.0,0.18170805572380377,5.0,2.0,0.0,3.0,0.0,3.0,4.0,2.0,0.0,4.0,0.0,2.0,4.0,5.0,6.0,5.0,7.0,9.0,6.0,0.0,0.0,0.0,2.0,3.0
322,FEDXDM19,M,NR,0.0,MIX,362,4.1891891891891895,1.0,74,1.5831040486816381,52,1.1124514936681782,16,8.4375,0.34229276728251634,6.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,4.0,10.0,9.0,5.0,2.0,5.0,5.0,2.0,3.0,3.0
323,FEDXDM20,M,NR,0.0,MIX,234,3.1206896551724137,1.0,58,2.621238560327404,53,2.395269718919869,5,8.4,0.22596884140753482,0.0,6.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0,6.0,3.0,6.0,7.0,0.0,0.0,0.0,3.0,3.0
324,FEDXDM20,M,NR,0.0,MIX,310,3.3376623376623376,1.0,77,1.7135333279759661,53,1.1794450179574831,13,7.0,0.28929783459334496,4.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,5.0,5.0,6.0,11.0,9.0,6.0,0.0,3.0,1.0,5.0,5.0
325,FEDXDM11,M,NR,1.0,CAS20,84,3.6666666666666665,1.0,18,0.8665302683836804,18,0.8665302683836804,3,7.0,0.14442171139728008,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
326,FEDXDM12,M,NR,1.0,CAS20,105,2.6923076923076925,1.0,26,1.2020342117429497,35,1.6181229773462784,0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0
327,FEDXDM13,M,NR,1.0,CAS20,115,2.4838709677419355,1.0,31,1.5051385105062984,38,1.8450084967496563,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0
328,FEDXDM14,M,NR,1.0,CAS20,92,2.9583333333333335,1.0,24,1.100174448957763,21,0.9626526428380426,2,6.0,0.09168120407981357,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0
329,FEDXDM15,M,NR,1.0,CAS20,84,2.611111111111111,1.0,18,0.8011671323656685,37,1.646843549862763,1,6.0,0.044509285131426025,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
330,FEDXDM16,M,NR,1.0,CAS20,108,2.7037037037037037,1.0,27,1.210702007872054,35,1.5694285287230332,2,6.5,0.08968163021274475,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
331,FEDXDM17,M,NR,1.0,CAS20,127,3.193548387096774,1.0,31,1.3980232252245481,28,1.2627306550415274,3,8.333333333333334,0.1352925701830208,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,3.0
332,FEDXDM19,M,NR,1.0,CAS20,88,3.230769230769231,1.0,13,0.58995562726906,46,2.08753529649052,2,7.0,0.09076240419524001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
333,FEDXDM20,M,NR,1.0,CAS20,78,2.3333333333333335,1.0,18,0.8158742949234488,36,1.6317485898468975,0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0
334,FEDXDM11,M,NR,1.0,CAS5,75,2.8333333333333335,1.0,18,0.8677951574887508,24,1.1570602099850011,2,7.0,0.09642168416541676,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0
335,FEDXDM12,M,NR,1.0,CAS5,68,2.466666666666667,1.0,15,0.7040417209908735,31,1.455019556714472,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0
336,FEDXDM13,M,NR,1.0,CAS5,55,2.2857142857142856,1.0,14,0.6260091914047945,23,1.028443671593591,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
337,FEDXDM14,M,NR,1.0,CAS5,84,2.8636363636363638,1.0,22,1.057833578202217,21,1.0097502337384798,1,7.0,0.04808334446373714,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0
338,FEDXDM15,M,NR,1.0,CAS5,80,2.6,1.0,15,0.7130878022369828,41,1.949106659447753,0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0
339,FEDXDM16,M,NR,1.0,CAS5,58,2.357142857142857,1.0,14,0.6346887632384238,25,1.1333727914971854,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
340,FEDXDM17,M,NR,1.0,CAS5,58,3.6666666666666665,1.0,9,0.41526216628430085,25,1.1535060174563911,3,6.666666666666667,0.13842072209476694,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,FEDXDM19,M,NR,1.0,CAS5,88,2.1666666666666665,1.0,18,0.8147971180324158,49,2.218058821310465,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
342,FEDXDM20,M,NR,1.0,CAS5,77,2.7333333333333334,1.0,15,0.6814654030110675,36,1.6355169672265621,2,6.0,0.090862053734809,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
