MOUSE ID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,GROUP_KEY,MEAL_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,HOURLY_MEALS,TOTAL_PELLETS,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
FEDXDF1,F,PR,1.0,,FEDXDF1_F_PR_1.0,1.6090909090909091,110,4.912115310666485,"[7.0, 0.0, 4.0, 10.0, 13.0, 0.0, 0.0, 7.0, 0.0, 0.0, 3.0, 0.0, 5.0, 5.0, 4.0, 6.0, 7.0, 9.0, 9.0, 6.0, 9.0, 6.0, 0.0, 0.0]",177,7.0,0.0,4.0,10.0,13.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,5.0,5.0,4.0,6.0,7.0,9.0,9.0,6.0,9.0,6.0,0.0,0.0
FEDXDF1,F,PR,2.0,,FEDXDF1_F_PR_2.0,1.528,125,5.6104129263913824,"[7.0, 1.0, 0.0, 11.0, 14.0, 2.0, 0.0, 0.0, 3.0, 3.0, 0.0, 3.0, 5.0, 9.0, 8.0, 9.0, 9.0, 11.0, 9.0, 9.0, 3.0, 0.0, 0.0, 9.0]",191,7.0,1.0,0.0,11.0,14.0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,5.0,9.0,8.0,9.0,9.0,11.0,9.0,9.0,3.0,0.0,0.0,9.0
FEDXDF1,F,PR,3.0,,FEDXDF1_F_PR_3.0,1.3132530120481927,166,7.324157709607443,"[9.0, 0.0, 4.0, 1.0, 9.0, 17.0, 8.0, 2.0, 0.0, 4.0, 1.0, 6.0, 11.0, 14.0, 11.0, 13.0, 11.0, 12.0, 12.0, 10.0, 4.0, 0.0, 0.0, 7.0]",218,9.0,0.0,4.0,1.0,9.0,17.0,8.0,2.0,0.0,4.0,1.0,6.0,11.0,14.0,11.0,13.0,11.0,12.0,12.0,10.0,4.0,0.0,0.0,7.0
FEDXDF1,F,PR,4.0,,FEDXDF1_F_PR_4.0,1.0879120879120878,91,3.984238178633976,"[0.0, 0.0, 0.0, 2.0, 3.0, 7.0, 4.0, 0.0, 0.0, 0.0, 4.0, 1.0, 8.0, 7.0, 7.0, 7.0, 6.0, 5.0, 6.0, 7.0, 4.0, 4.0, 5.0, 4.0]",99,0.0,0.0,0.0,2.0,3.0,7.0,4.0,0.0,0.0,0.0,4.0,1.0,8.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,4.0,4.0,5.0,4.0
FEDXDF2,F,PR,1.0,,FEDXDF2_F_PR_1.0,1.7333333333333334,90,3.763809346793211,"[3.0, 0.0, 7.0, 9.0, 4.0, 2.0, 0.0, 1.0, 2.0, 5.0, 0.0, 3.0, 8.0, 5.0, 5.0, 5.0, 4.0, 6.0, 6.0, 4.0, 5.0, 6.0, 0.0, 0.0]",156,3.0,0.0,7.0,9.0,4.0,2.0,0.0,1.0,2.0,5.0,0.0,3.0,8.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,0.0,0.0
FEDXDF2,F,PR,2.0,,FEDXDF2_F_PR_2.0,1.4035087719298245,114,5.194476438796562,"[8.0, 1.0, 0.0, 6.0, 8.0, 3.0, 0.0, 0.0, 5.0, 1.0, 1.0, 7.0, 1.0, 11.0, 8.0, 8.0, 4.0, 4.0, 13.0, 8.0, 9.0, 2.0, 0.0, 6.0]",160,8.0,1.0,0.0,6.0,8.0,3.0,0.0,0.0,5.0,1.0,1.0,7.0,1.0,11.0,8.0,8.0,4.0,4.0,13.0,8.0,9.0,2.0,0.0,6.0
FEDXDF2,F,PR,3.0,,FEDXDF2_F_PR_3.0,1.353448275862069,116,5.166526451229772,"[5.0, 1.0, 9.0, 0.0, 4.0, 8.0, 2.0, 0.0, 2.0, 3.0, 3.0, 4.0, 5.0, 12.0, 9.0, 3.0, 11.0, 11.0, 9.0, 9.0, 0.0, 0.0, 6.0, 0.0]",157,5.0,1.0,9.0,0.0,4.0,8.0,2.0,0.0,2.0,3.0,3.0,4.0,5.0,12.0,9.0,3.0,11.0,11.0,9.0,9.0,0.0,0.0,6.0,0.0
FEDXDF2,F,PR,4.0,,FEDXDF2_F_PR_4.0,1.0598290598290598,117,5.11251911732576,"[5.0, 5.0, 4.0, 5.0, 2.0, 7.0, 1.0, 0.0, 2.0, 2.0, 5.0, 7.0, 7.0, 11.0, 8.0, 7.0, 5.0, 6.0, 6.0, 5.0, 4.0, 4.0, 5.0, 4.0]",124,5.0,5.0,4.0,5.0,2.0,7.0,1.0,0.0,2.0,2.0,5.0,7.0,7.0,11.0,8.0,7.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0
FEDXDF3,F,PR,1.0,,FEDXDF3_F_PR_1.0,1.5748031496062993,127,5.292953148334665,"[3.0, 9.0, 9.0, 6.0, 7.0, 11.0, 0.0, 0.0, 4.0, 0.0, 1.0, 5.0, 8.0, 8.0, 7.0, 5.0, 8.0, 9.0, 7.0, 8.0, 6.0, 5.0, 1.0, 0.0]",200,3.0,9.0,9.0,6.0,7.0,11.0,0.0,0.0,4.0,0.0,1.0,5.0,8.0,8.0,7.0,5.0,8.0,9.0,7.0,8.0,6.0,5.0,1.0,0.0
FEDXDF3,F,PR,2.0,,FEDXDF3_F_PR_2.0,1.7431192660550459,109,4.802702438069128,"[1.0, 6.0, 0.0, 6.0, 10.0, 4.0, 0.0, 0.0, 5.0, 0.0, 2.0, 3.0, 6.0, 8.0, 9.0, 10.0, 5.0, 3.0, 2.0, 7.0, 6.0, 6.0, 7.0, 3.0]",190,1.0,6.0,0.0,6.0,10.0,4.0,0.0,0.0,5.0,0.0,2.0,3.0,6.0,8.0,9.0,10.0,5.0,3.0,2.0,7.0,6.0,6.0,7.0,3.0
FEDXDF3,F,PR,3.0,,FEDXDF3_F_PR_3.0,1.5436893203883495,103,4.578286476275141,"[5.0, 0.0, 7.0, 0.0, 6.0, 9.0, 4.0, 0.0, 0.0, 3.0, 2.0, 7.0, 8.0, 6.0, 8.0, 5.0, 2.0, 3.0, 9.0, 8.0, 9.0, 2.0, 0.0, 0.0]",159,5.0,0.0,7.0,0.0,6.0,9.0,4.0,0.0,0.0,3.0,2.0,7.0,8.0,6.0,8.0,5.0,2.0,3.0,9.0,8.0,9.0,2.0,0.0,0.0
FEDXDF3,F,PR,4.0,,FEDXDF3_F_PR_4.0,1.0776699029126213,103,4.540890053638345,"[4.0, 3.0, 3.0, 2.0, 2.0, 8.0, 8.0, 1.0, 0.0, 0.0, 0.0, 8.0, 8.0, 8.0, 9.0, 6.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 3.0, 3.0]",111,4.0,3.0,3.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,8.0,8.0,8.0,9.0,6.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0
FEDXDF4,F,PR,1.0,,FEDXDF4_F_PR_1.0,2.1149425287356323,87,3.6472889882615984,"[2.0, 4.0, 8.0, 11.0, 4.0, 0.0, 0.0, 5.0, 0.0, 0.0, 6.0, 1.0, 6.0, 7.0, 6.0, 4.0, 4.0, 4.0, 4.0, 3.0, 5.0, 2.0, 0.0, 1.0]",184,2.0,4.0,8.0,11.0,4.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,6.0,7.0,6.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,0.0,1.0
FEDXDF4,F,PR,2.0,,FEDXDF4_F_PR_2.0,1.7448979591836735,98,4.372885137396348,"[6.0, 9.0, 0.0, 4.0, 10.0, 0.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 10.0, 8.0, 6.0, 3.0, 0.0, 11.0, 7.0, 7.0, 9.0, 0.0, 0.0, 0.0]",171,6.0,9.0,0.0,4.0,10.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,10.0,8.0,6.0,3.0,0.0,11.0,7.0,7.0,9.0,0.0,0.0,0.0
FEDXDF4,F,PR,3.0,,FEDXDF4_F_PR_3.0,1.425,120,5.328071040947212,"[9.0, 0.0, 10.0, 0.0, 7.0, 10.0, 0.0, 4.0, 0.0, 2.0, 4.0, 3.0, 9.0, 13.0, 10.0, 7.0, 0.0, 7.0, 10.0, 10.0, 5.0, 0.0, 0.0, 0.0]",171,9.0,0.0,10.0,0.0,7.0,10.0,0.0,4.0,0.0,2.0,4.0,3.0,9.0,13.0,10.0,7.0,0.0,7.0,10.0,10.0,5.0,0.0,0.0,0.0
FEDXDF4,F,PR,4.0,,FEDXDF4_F_PR_4.0,1.1941747572815533,103,4.526146184268346,"[6.0, 2.0, 9.0, 5.0, 2.0, 3.0, 0.0, 0.0, 1.0, 1.0, 7.0, 2.0, 7.0, 9.0, 5.0, 7.0, 10.0, 0.0, 10.0, 8.0, 6.0, 3.0, 0.0, 0.0]",123,6.0,2.0,9.0,5.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,2.0,7.0,9.0,5.0,7.0,10.0,0.0,10.0,8.0,6.0,3.0,0.0,0.0
FEDXDF5,F,PR,1.0,,FEDXDF5_F_PR_1.0,1.9466666666666668,75,3.420492550927334,"[4.0, 0.0, 2.0, 3.0, 4.0, 6.0, 1.0, 0.0, 0.0, 3.0, 1.0, 2.0, 3.0, 7.0, 2.0, 6.0, 5.0, 3.0, 4.0, 4.0, 3.0, 5.0, 3.0, 4.0]",146,4.0,0.0,2.0,3.0,4.0,6.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,7.0,2.0,6.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0
FEDXDF5,F,PR,2.0,,FEDXDF5_F_PR_2.0,1.9157894736842105,95,4.33833976050335,"[6.0, 2.0, 0.0, 5.0, 7.0, 7.0, 2.0, 0.0, 4.0, 0.0, 1.0, 2.0, 3.0, 6.0, 6.0, 8.0, 6.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 3.0]",182,6.0,2.0,0.0,5.0,7.0,7.0,2.0,0.0,4.0,0.0,1.0,2.0,3.0,6.0,6.0,8.0,6.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0
FEDXDF5,F,PR,3.0,,FEDXDF5_F_PR_3.0,1.6132075471698113,106,4.691476413528566,"[6.0, 4.0, 7.0, 1.0, 4.0, 9.0, 5.0, 2.0, 0.0, 0.0, 1.0, 4.0, 6.0, 8.0, 6.0, 6.0, 5.0, 0.0, 0.0, 9.0, 7.0, 7.0, 3.0, 6.0]",171,6.0,4.0,7.0,1.0,4.0,9.0,5.0,2.0,0.0,0.0,1.0,4.0,6.0,8.0,6.0,6.0,5.0,0.0,0.0,9.0,7.0,7.0,3.0,6.0
FEDXDF5,F,PR,4.0,,FEDXDF5_F_PR_4.0,1.1573033707865168,89,3.9812617269530426,"[3.0, 2.0, 3.0, 2.0, 1.0, 8.0, 7.0, 1.0, 0.0, 0.0, 1.0, 2.0, 2.0, 9.0, 6.0, 6.0, 7.0, 7.0, 5.0, 6.0, 5.0, 1.0, 2.0, 3.0]",103,3.0,2.0,3.0,2.0,1.0,8.0,7.0,1.0,0.0,0.0,1.0,2.0,2.0,9.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,1.0,2.0,3.0
FEDXDF6,F,PR,1.0,,FEDXDF6_F_PR_1.0,2.131868131868132,91,4.307295843906544,"[0.0, 0.0, 2.0, 8.0, 9.0, 10.0, 2.0, 0.0, 2.0, 0.0, 0.0, 3.0, 2.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 3.0, 6.0, 6.0, 7.0]",194,0.0,0.0,2.0,8.0,9.0,10.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,6.0,6.0,7.0
FEDXDF6,F,PR,2.0,,FEDXDF6_F_PR_2.0,2.1491228070175437,114,5.1393150084528205,"[6.0, 0.0, 6.0, 10.0, 7.0, 2.0, 0.0, 6.0, 0.0, 0.0, 6.0, 5.0, 9.0, 4.0, 7.0, 6.0, 6.0, 6.0, 4.0, 4.0, 5.0, 5.0, 4.0, 6.0]",245,6.0,0.0,6.0,10.0,7.0,2.0,0.0,6.0,0.0,0.0,6.0,5.0,9.0,4.0,7.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,4.0,6.0
FEDXDF6,F,PR,3.0,,FEDXDF6_F_PR_3.0,1.5256410256410255,156,7.390446111330438,"[10.0, 0.0, 0.0, 2.0, 11.0, 9.0, 6.0, 0.0, 0.0, 5.0, 2.0, 5.0, 9.0, 10.0, 6.0, 10.0, 11.0, 11.0, 10.0, 9.0, 9.0, 7.0, 6.0, 8.0]",238,10.0,0.0,0.0,2.0,11.0,9.0,6.0,0.0,0.0,5.0,2.0,5.0,9.0,10.0,6.0,10.0,11.0,11.0,10.0,9.0,9.0,7.0,6.0,8.0
FEDXDF6,F,PR,4.0,,FEDXDF6_F_PR_4.0,1.0898876404494382,89,4.038825160721038,"[1.0, 2.0, 2.0, 0.0, 7.0, 7.0, 1.0, 0.0, 2.0, 1.0, 4.0, 5.0, 9.0, 7.0, 7.0, 7.0, 4.0, 6.0, 6.0, 3.0, 2.0, 2.0, 2.0, 2.0]",97,1.0,2.0,2.0,0.0,7.0,7.0,1.0,0.0,2.0,1.0,4.0,5.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,3.0,2.0,2.0,2.0,2.0
FEDXDF7,F,PR,1.0,,FEDXDF7_F_PR_1.0,1.5149253731343284,134,5.783340526542944,"[2.0, 5.0, 3.0, 3.0, 10.0, 10.0, 12.0, 4.0, 0.0, 3.0, 3.0, 5.0, 5.0, 7.0, 10.0, 7.0, 10.0, 5.0, 5.0, 6.0, 3.0, 7.0, 6.0, 3.0]",203,2.0,5.0,3.0,3.0,10.0,10.0,12.0,4.0,0.0,3.0,3.0,5.0,5.0,7.0,10.0,7.0,10.0,5.0,5.0,6.0,3.0,7.0,6.0,3.0
FEDXDF7,F,PR,2.0,,FEDXDF7_F_PR_2.0,1.4563758389261745,149,6.272217025257249,"[0.0, 7.0, 10.0, 13.0, 16.0, 13.0, 3.0, 0.0, 0.0, 8.0, 0.0, 11.0, 2.0, 8.0, 7.0, 7.0, 5.0, 0.0, 5.0, 10.0, 9.0, 7.0, 8.0, 0.0]",217,0.0,7.0,10.0,13.0,16.0,13.0,3.0,0.0,0.0,8.0,0.0,11.0,2.0,8.0,7.0,7.0,5.0,0.0,5.0,10.0,9.0,7.0,8.0,0.0
FEDXDF7,F,PR,3.0,,FEDXDF7_F_PR_3.0,1.2229299363057324,157,7.002242402467881,"[0.0, 4.0, 5.0, 3.0, 16.0, 11.0, 5.0, 1.0, 0.0, 5.0, 2.0, 6.0, 12.0, 12.0, 10.0, 3.0, 1.0, 10.0, 12.0, 14.0, 10.0, 8.0, 7.0, 0.0]",192,0.0,4.0,5.0,3.0,16.0,11.0,5.0,1.0,0.0,5.0,2.0,6.0,12.0,12.0,10.0,3.0,1.0,10.0,12.0,14.0,10.0,8.0,7.0,0.0
FEDXDF7,F,PR,4.0,,FEDXDF7_F_PR_4.0,1.0495867768595042,121,5.335293036928165,"[6.0, 7.0, 3.0, 1.0, 11.0, 5.0, 4.0, 0.0, 0.0, 3.0, 4.0, 8.0, 6.0, 7.0, 5.0, 7.0, 6.0, 4.0, 2.0, 13.0, 5.0, 5.0, 6.0, 3.0]",127,6.0,7.0,3.0,1.0,11.0,5.0,4.0,0.0,0.0,3.0,4.0,8.0,6.0,7.0,5.0,7.0,6.0,4.0,2.0,13.0,5.0,5.0,6.0,3.0
FEDXDF8,F,PR,1.0,,FEDXDF8_F_PR_1.0,1.75,96,4.097942728404577,"[8.0, 4.0, 2.0, 3.0, 6.0, 7.0, 0.0, 0.0, 0.0, 1.0, 4.0, 5.0, 3.0, 6.0, 9.0, 2.0, 3.0, 6.0, 6.0, 4.0, 5.0, 5.0, 3.0, 4.0]",168,8.0,4.0,2.0,3.0,6.0,7.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,6.0,9.0,2.0,3.0,6.0,6.0,4.0,5.0,5.0,3.0,4.0
FEDXDF8,F,PR,2.0,,FEDXDF8_F_PR_2.0,1.6194690265486726,113,4.935874880182487,"[6.0, 5.0, 3.0, 8.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 6.0, 0.0, 9.0, 9.0, 6.0, 6.0, 9.0, 6.0, 8.0, 3.0, 6.0, 5.0, 5.0, 3.0]",183,6.0,5.0,3.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,9.0,9.0,6.0,6.0,9.0,6.0,8.0,3.0,6.0,5.0,5.0,3.0
FEDXDF8,F,PR,3.0,,FEDXDF8_F_PR_3.0,1.358974358974359,117,5.814226357273995,"[1.0, 0.0, 0.0, 1.0, 9.0, 8.0, 2.0, 0.0, 0.0, 3.0, 2.0, 1.0, 7.0, 7.0, 7.0, 11.0, 10.0, 8.0, 6.0, 9.0, 8.0, 6.0, 6.0, 5.0]",159,1.0,0.0,0.0,1.0,9.0,8.0,2.0,0.0,0.0,3.0,2.0,1.0,7.0,7.0,7.0,11.0,10.0,8.0,6.0,9.0,8.0,6.0,6.0,5.0
FEDXDF8,F,PR,4.0,,FEDXDF8_F_PR_4.0,1.0505050505050506,99,4.432505036937542,"[3.0, 5.0, 1.0, 0.0, 6.0, 8.0, 5.0, 0.0, 0.0, 0.0, 3.0, 2.0, 8.0, 8.0, 7.0, 6.0, 7.0, 5.0, 6.0, 4.0, 5.0, 4.0, 3.0, 3.0]",104,3.0,5.0,1.0,0.0,6.0,8.0,5.0,0.0,0.0,0.0,3.0,2.0,8.0,8.0,7.0,6.0,7.0,5.0,6.0,4.0,5.0,4.0,3.0,3.0
FEDXDF9,F,PR,1.0,,FEDXDF9_F_PR_1.0,1.4264705882352942,136,5.817628745930274,"[3.0, 5.0, 3.0, 7.0, 8.0, 7.0, 1.0, 0.0, 2.0, 0.0, 10.0, 0.0, 6.0, 7.0, 11.0, 8.0, 1.0, 6.0, 8.0, 10.0, 10.0, 7.0, 7.0, 9.0]",194,3.0,5.0,3.0,7.0,8.0,7.0,1.0,0.0,2.0,0.0,10.0,0.0,6.0,7.0,11.0,8.0,1.0,6.0,8.0,10.0,10.0,7.0,7.0,9.0
FEDXDF9,F,PR,2.0,,FEDXDF9_F_PR_2.0,1.3904109589041096,146,6.147943667243719,"[7.0, 8.0, 5.0, 14.0, 10.0, 2.0, 0.0, 6.0, 4.0, 0.0, 1.0, 1.0, 8.0, 9.0, 10.0, 8.0, 5.0, 6.0, 13.0, 10.0, 7.0, 11.0, 1.0, 0.0]",203,7.0,8.0,5.0,14.0,10.0,2.0,0.0,6.0,4.0,0.0,1.0,1.0,8.0,9.0,10.0,8.0,5.0,6.0,13.0,10.0,7.0,11.0,1.0,0.0
FEDXDF9,F,PR,3.0,,FEDXDF9_F_PR_3.0,1.3,160,7.172118389759809,"[11.0, 13.0, 3.0, 2.0, 13.0, 6.0, 0.0, 5.0, 1.0, 2.0, 7.0, 1.0, 11.0, 11.0, 9.0, 9.0, 11.0, 1.0, 12.0, 10.0, 11.0, 11.0, 0.0, 0.0]",208,11.0,13.0,3.0,2.0,13.0,6.0,0.0,5.0,1.0,2.0,7.0,1.0,11.0,11.0,9.0,9.0,11.0,1.0,12.0,10.0,11.0,11.0,0.0,0.0
FEDXDF9,F,PR,4.0,,FEDXDF9_F_PR_4.0,1.0327868852459017,122,5.358319303125687,"[7.0, 2.0, 0.0, 1.0, 6.0, 6.0, 0.0, 4.0, 1.0, 1.0, 5.0, 2.0, 7.0, 8.0, 9.0, 8.0, 10.0, 5.0, 5.0, 4.0, 8.0, 9.0, 7.0, 7.0]",126,7.0,2.0,0.0,1.0,6.0,6.0,0.0,4.0,1.0,1.0,5.0,2.0,7.0,8.0,9.0,8.0,10.0,5.0,5.0,4.0,8.0,9.0,7.0,7.0
FEDXDF10,F,PR,1.0,,FEDXDF10_F_PR_1.0,1.7951807228915662,83,3.571257828560501,"[2.0, 0.0, 2.0, 3.0, 4.0, 9.0, 1.0, 0.0, 2.0, 1.0, 1.0, 5.0, 9.0, 5.0, 5.0, 5.0, 6.0, 4.0, 3.0, 3.0, 2.0, 4.0, 5.0, 2.0]",149,2.0,0.0,2.0,3.0,4.0,9.0,1.0,0.0,2.0,1.0,1.0,5.0,9.0,5.0,5.0,5.0,6.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0
FEDXDF10,F,PR,2.0,,FEDXDF10_F_PR_2.0,1.5897435897435896,117,5.025833164294152,"[7.0, 0.0, 5.0, 9.0, 7.0, 0.0, 4.0, 7.0, 0.0, 2.0, 2.0, 3.0, 10.0, 6.0, 5.0, 6.0, 7.0, 6.0, 4.0, 5.0, 6.0, 6.0, 5.0, 5.0]",186,7.0,0.0,5.0,9.0,7.0,0.0,4.0,7.0,0.0,2.0,2.0,3.0,10.0,6.0,5.0,6.0,7.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0
FEDXDF10,F,PR,3.0,,FEDXDF10_F_PR_3.0,1.2936507936507937,126,5.961518242035538,"[6.0, 2.0, 0.0, 0.0, 6.0, 10.0, 1.0, 0.0, 0.0, 3.0, 0.0, 5.0, 9.0, 6.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 9.0, 8.0, 10.0]",163,6.0,2.0,0.0,0.0,6.0,10.0,1.0,0.0,0.0,3.0,0.0,5.0,9.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,9.0,8.0,10.0
FEDXDF10,F,PR,4.0,,FEDXDF10_F_PR_4.0,1.0707070707070707,99,4.361286848835643,"[4.0, 5.0, 0.0, 3.0, 5.0, 8.0, 2.0, 0.0, 0.0, 5.0, 0.0, 6.0, 9.0, 6.0, 6.0, 7.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0]",106,4.0,5.0,0.0,3.0,5.0,8.0,2.0,0.0,0.0,5.0,0.0,6.0,9.0,6.0,6.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
FEDXDF11,F,NR,1.0,,FEDXDF11_F_NR_1.0,2.1538461538461537,78,3.3156999811071226,"[2.0, 3.0, 5.0, 3.0, 5.0, 5.0, 0.0, 0.0, 4.0, 0.0, 3.0, 2.0, 4.0, 8.0, 3.0, 5.0, 1.0, 7.0, 5.0, 5.0, 0.0, 0.0, 6.0, 2.0]",168,2.0,3.0,5.0,3.0,5.0,5.0,0.0,0.0,4.0,0.0,3.0,2.0,4.0,8.0,3.0,5.0,1.0,7.0,5.0,5.0,0.0,0.0,6.0,2.0
FEDXDF11,F,NR,2.0,,FEDXDF11_F_NR_2.0,2.141025641025641,78,3.45519201663611,"[5.0, 5.0, 0.0, 4.0, 5.0, 5.0, 0.0, 0.0, 6.0, 0.0, 1.0, 5.0, 3.0, 5.0, 8.0, 5.0, 0.0, 6.0, 6.0, 2.0, 3.0, 0.0, 1.0, 3.0]",167,5.0,5.0,0.0,4.0,5.0,5.0,0.0,0.0,6.0,0.0,1.0,5.0,3.0,5.0,8.0,5.0,0.0,6.0,6.0,2.0,3.0,0.0,1.0,3.0
FEDXDF11,F,NR,3.0,,FEDXDF11_F_NR_3.0,1.7173913043478262,92,4.100735457989749,"[4.0, 0.0, 9.0, 0.0, 5.0, 9.0, 0.0, 4.0, 1.0, 3.0, 4.0, 2.0, 7.0, 10.0, 7.0, 5.0, 0.0, 6.0, 7.0, 0.0, 1.0, 4.0, 1.0, 3.0]",158,4.0,0.0,9.0,0.0,5.0,9.0,0.0,4.0,1.0,3.0,4.0,2.0,7.0,10.0,7.0,5.0,0.0,6.0,7.0,0.0,1.0,4.0,1.0,3.0
FEDXDF11,F,NR,4.0,,FEDXDF11_F_NR_4.0,1.28,100,4.3772722298554285,"[6.0, 8.0, 7.0, 4.0, 0.0, 8.0, 4.0, 0.0, 6.0, 0.0, 1.0, 2.0, 5.0, 10.0, 6.0, 6.0, 0.0, 6.0, 6.0, 6.0, 0.0, 6.0, 0.0, 3.0]",128,6.0,8.0,7.0,4.0,0.0,8.0,4.0,0.0,6.0,0.0,1.0,2.0,5.0,10.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,3.0
FEDXDF12,F,NR,1.0,,FEDXDF12_F_NR_1.0,1.7623762376237624,101,4.291024960169941,"[5.0, 1.0, 5.0, 9.0, 9.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0, 3.0, 6.0, 7.0, 6.0, 5.0, 7.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 3.0]",178,5.0,1.0,5.0,9.0,9.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,7.0,6.0,5.0,7.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0
FEDXDF12,F,NR,2.0,,FEDXDF12_F_NR_2.0,1.6140350877192982,114,5.148534725010037,"[5.0, 3.0, 0.0, 8.0, 14.0, 7.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 2.0, 8.0, 7.0, 8.0, 7.0, 7.0, 6.0, 6.0, 5.0, 7.0, 4.0, 3.0]",184,5.0,3.0,0.0,8.0,14.0,7.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,7.0,4.0,3.0
FEDXDF12,F,NR,3.0,,FEDXDF12_F_NR_3.0,1.525,120,5.739109640907098,"[7.0, 0.0, 0.0, 1.0, 10.0, 9.0, 2.0, 1.0, 0.0, 1.0, 5.0, 3.0, 8.0, 9.0, 7.0, 9.0, 11.0, 9.0, 8.0, 6.0, 11.0, 3.0, 0.0, 0.0]",183,7.0,0.0,0.0,1.0,10.0,9.0,2.0,1.0,0.0,1.0,5.0,3.0,8.0,9.0,7.0,9.0,11.0,9.0,8.0,6.0,11.0,3.0,0.0,0.0
FEDXDF12,F,NR,4.0,,FEDXDF12_F_NR_4.0,1.1354166666666667,96,4.199832298363087,"[3.0, 3.0, 6.0, 5.0, 2.0, 9.0, 1.0, 0.0, 0.0, 0.0, 1.0, 7.0, 2.0, 11.0, 6.0, 0.0, 7.0, 7.0, 5.0, 6.0, 4.0, 4.0, 3.0, 4.0]",109,3.0,3.0,6.0,5.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,11.0,6.0,0.0,7.0,7.0,5.0,6.0,4.0,4.0,3.0,4.0
FEDXDF13,F,NR,1.0,,FEDXDF13_F_NR_1.0,1.4587155963302751,109,4.722987855517976,"[7.0, 4.0, 2.0, 6.0, 11.0, 1.0, 0.0, 3.0, 0.0, 0.0, 6.0, 0.0, 6.0, 9.0, 9.0, 7.0, 0.0, 7.0, 11.0, 9.0, 7.0, 0.0, 0.0, 4.0]",159,7.0,4.0,2.0,6.0,11.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,6.0,9.0,9.0,7.0,0.0,7.0,11.0,9.0,7.0,0.0,0.0,4.0
