MOUSE ID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,GROUP_KEY,MEAL_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,HOURLY_MEALS,TOTAL_PELLETS,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
FEDXDM12,M,NR,4.0,,FEDXDM12_M_NR_4.0,1.1359223300970873,103,4.627826868354051,"[7.0, 0.0, 7.0, 0.0, 4.0, 5.0, 1.0, 2.0, 0.0, 0.0, 3.0, 3.0, 2.0, 11.0, 8.0, 0.0, 11.0, 6.0, 7.0, 9.0, 4.0, 2.0, 3.0, 8.0]",117,7.0,0.0,7.0,0.0,4.0,5.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,11.0,8.0,0.0,11.0,6.0,7.0,9.0,4.0,2.0,3.0,8.0
FEDXDM13,M,NR,1.0,,FEDXDM13_M_NR_1.0,1.6666666666666667,102,4.5609241088063595,"[4.0, 0.0, 2.0, 3.0, 3.0, 4.0, 2.0, 2.0, 2.0, 0.0, 2.0, 2.0, 5.0, 9.0, 9.0, 7.0, 3.0, 8.0, 5.0, 6.0, 9.0, 6.0, 4.0, 5.0]",170,4.0,0.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,5.0,9.0,9.0,7.0,3.0,8.0,5.0,6.0,9.0,6.0,4.0,5.0
FEDXDM13,M,NR,2.0,,FEDXDM13_M_NR_2.0,2.088888888888889,90,3.9585573257746063,"[2.0, 2.0, 1.0, 4.0, 6.0, 1.0, 0.0, 3.0, 0.0, 1.0, 0.0, 3.0, 5.0, 7.0, 8.0, 6.0, 8.0, 0.0, 7.0, 0.0, 11.0, 2.0, 7.0, 6.0]",188,2.0,2.0,1.0,4.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,5.0,7.0,8.0,6.0,8.0,0.0,7.0,0.0,11.0,2.0,7.0,6.0
FEDXDM13,M,NR,3.0,,FEDXDM13_M_NR_3.0,1.63,100,4.402808013110584,"[5.0, 0.0, 3.0, 3.0, 4.0, 0.0, 1.0, 3.0, 1.0, 0.0, 0.0, 3.0, 5.0, 7.0, 11.0, 7.0, 7.0, 0.0, 12.0, 6.0, 2.0, 11.0, 7.0, 2.0]",163,5.0,0.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,7.0,11.0,7.0,7.0,0.0,12.0,6.0,2.0,11.0,7.0,2.0
FEDXDM13,M,NR,4.0,,FEDXDM13_M_NR_4.0,1.2340425531914894,94,4.255158625372514,"[4.0, 5.0, 3.0, 0.0, 2.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 4.0, 6.0, 10.0, 10.0, 6.0, 4.0, 5.0, 9.0, 7.0, 6.0, 3.0, 4.0]",116,4.0,5.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,6.0,10.0,10.0,6.0,4.0,5.0,9.0,7.0,6.0,3.0,4.0
FEDXDM14,M,NR,1.0,,FEDXDM14_M_NR_1.0,2.2278481012658227,79,3.6214075611526364,"[1.0, 5.0, 0.0, 2.0, 4.0, 6.0, 9.0, 0.0, 5.0, 0.0, 3.0, 1.0, 5.0, 5.0, 4.0, 0.0, 4.0, 8.0, 5.0, 4.0, 0.0, 2.0, 2.0, 4.0]",176,1.0,5.0,0.0,2.0,4.0,6.0,9.0,0.0,5.0,0.0,3.0,1.0,5.0,5.0,4.0,0.0,4.0,8.0,5.0,4.0,0.0,2.0,2.0,4.0
FEDXDM14,M,NR,2.0,,FEDXDM14_M_NR_2.0,2.0760869565217392,92,4.0246436513433705,"[4.0, 3.0, 1.0, 1.0, 8.0, 11.0, 8.0, 6.0, 0.0, 0.0, 4.0, 4.0, 3.0, 5.0, 9.0, 5.0, 0.0, 9.0, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0]",191,4.0,3.0,1.0,1.0,8.0,11.0,8.0,6.0,0.0,0.0,4.0,4.0,3.0,5.0,9.0,5.0,0.0,9.0,2.0,3.0,1.0,1.0,1.0,3.0
FEDXDM14,M,NR,3.0,,FEDXDM14_M_NR_3.0,1.8181818181818181,88,3.890935887988209,"[6.0, 4.0, 4.0, 0.0, 7.0, 9.0, 2.0, 7.0, 0.0, 0.0, 2.0, 2.0, 2.0, 6.0, 8.0, 1.0, 7.0, 0.0, 7.0, 0.0, 4.0, 3.0, 2.0, 5.0]",160,6.0,4.0,4.0,0.0,7.0,9.0,2.0,7.0,0.0,0.0,2.0,2.0,2.0,6.0,8.0,1.0,7.0,0.0,7.0,0.0,4.0,3.0,2.0,5.0
FEDXDM14,M,NR,4.0,,FEDXDM14_M_NR_4.0,1.2710280373831775,107,4.801795063575168,"[10.0, 7.0, 5.0, 0.0, 4.0, 11.0, 5.0, 0.0, 3.0, 0.0, 2.0, 2.0, 1.0, 5.0, 10.0, 8.0, 7.0, 6.0, 0.0, 3.0, 10.0, 0.0, 1.0, 7.0]",136,10.0,7.0,5.0,0.0,4.0,11.0,5.0,0.0,3.0,0.0,2.0,2.0,1.0,5.0,10.0,8.0,7.0,6.0,0.0,3.0,10.0,0.0,1.0,7.0
FEDXDM15,M,NR,1.0,,FEDXDM15_M_NR_1.0,1.6565656565656566,99,4.406419228011177,"[8.0, 2.0, 3.0, 1.0, 7.0, 7.0, 3.0, 0.0, 3.0, 0.0, 1.0, 3.0, 2.0, 8.0, 5.0, 6.0, 9.0, 8.0, 10.0, 0.0, 5.0, 5.0, 1.0, 2.0]",164,8.0,2.0,3.0,1.0,7.0,7.0,3.0,0.0,3.0,0.0,1.0,3.0,2.0,8.0,5.0,6.0,9.0,8.0,10.0,0.0,5.0,5.0,1.0,2.0
FEDXDM15,M,NR,2.0,,FEDXDM15_M_NR_2.0,1.907216494845361,97,4.258796268065126,"[8.0, 0.0, 3.0, 1.0, 10.0, 2.0, 3.0, 1.0, 0.0, 4.0, 0.0, 3.0, 10.0, 6.0, 14.0, 2.0, 7.0, 1.0, 6.0, 2.0, 5.0, 0.0, 3.0, 6.0]",185,8.0,0.0,3.0,1.0,10.0,2.0,3.0,1.0,0.0,4.0,0.0,3.0,10.0,6.0,14.0,2.0,7.0,1.0,6.0,2.0,5.0,0.0,3.0,6.0
FEDXDM15,M,NR,3.0,,FEDXDM15_M_NR_3.0,2.074074074074074,81,3.5506849315068494,"[2.0, 5.0, 2.0, 1.0, 8.0, 6.0, 0.0, 3.0, 2.0, 0.0, 2.0, 4.0, 2.0, 4.0, 8.0, 4.0, 3.0, 8.0, 1.0, 5.0, 0.0, 3.0, 3.0, 5.0]",168,2.0,5.0,2.0,1.0,8.0,6.0,0.0,3.0,2.0,0.0,2.0,4.0,2.0,4.0,8.0,4.0,3.0,8.0,1.0,5.0,0.0,3.0,3.0,5.0
FEDXDM15,M,NR,4.0,,FEDXDM15_M_NR_4.0,1.2410714285714286,112,5.106253640991869,"[1.0, 7.0, 0.0, 2.0, 5.0, 5.0, 6.0, 4.0, 0.0, 0.0, 3.0, 2.0, 5.0, 10.0, 10.0, 8.0, 7.0, 8.0, 7.0, 6.0, 0.0, 10.0, 0.0, 6.0]",139,1.0,7.0,0.0,2.0,5.0,5.0,6.0,4.0,0.0,0.0,3.0,2.0,5.0,10.0,10.0,8.0,7.0,8.0,7.0,6.0,0.0,10.0,0.0,6.0
FEDXDM16,M,NR,1.0,,FEDXDM16_M_NR_1.0,1.7849462365591398,93,4.164230898394259,"[0.0, 4.0, 0.0, 12.0, 11.0, 9.0, 3.0, 0.0, 4.0, 0.0, 1.0, 3.0, 3.0, 8.0, 7.0, 2.0, 5.0, 3.0, 5.0, 5.0, 1.0, 1.0, 3.0, 3.0]",166,0.0,4.0,0.0,12.0,11.0,9.0,3.0,0.0,4.0,0.0,1.0,3.0,3.0,8.0,7.0,2.0,5.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0
FEDXDM16,M,NR,2.0,,FEDXDM16_M_NR_2.0,1.6336633663366336,101,4.403963082289674,"[3.0, 0.0, 4.0, 6.0, 12.0, 4.0, 4.0, 0.0, 1.0, 0.0, 2.0, 3.0, 4.0, 10.0, 12.0, 9.0, 3.0, 2.0, 9.0, 4.0, 2.0, 0.0, 4.0, 3.0]",165,3.0,0.0,4.0,6.0,12.0,4.0,4.0,0.0,1.0,0.0,2.0,3.0,4.0,10.0,12.0,9.0,3.0,2.0,9.0,4.0,2.0,0.0,4.0,3.0
FEDXDM16,M,NR,3.0,,FEDXDM16_M_NR_3.0,1.6862745098039216,102,4.370127938113656,"[2.0, 7.0, 4.0, 7.0, 4.0, 0.0, 4.0, 0.0, 1.0, 1.0, 5.0, 2.0, 1.0, 9.0, 9.0, 8.0, 2.0, 6.0, 10.0, 5.0, 0.0, 6.0, 5.0, 4.0]",172,2.0,7.0,4.0,7.0,4.0,0.0,4.0,0.0,1.0,1.0,5.0,2.0,1.0,9.0,9.0,8.0,2.0,6.0,10.0,5.0,0.0,6.0,5.0,4.0
FEDXDM16,M,NR,4.0,,FEDXDM16_M_NR_4.0,1.2037037037037037,108,4.7293516603819485,"[0.0, 0.0, 3.0, 5.0, 12.0, 1.0, 3.0, 3.0, 0.0, 2.0, 0.0, 3.0, 4.0, 9.0, 10.0, 9.0, 8.0, 6.0, 6.0, 7.0, 6.0, 5.0, 3.0, 3.0]",130,0.0,0.0,3.0,5.0,12.0,1.0,3.0,3.0,0.0,2.0,0.0,3.0,4.0,9.0,10.0,9.0,8.0,6.0,6.0,7.0,6.0,5.0,3.0,3.0
FEDXDM17,M,NR,1.0,,FEDXDM17_M_NR_1.0,2.0555555555555554,90,4.058777105490623,"[4.0, 4.0, 0.0, 5.0, 9.0, 5.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 4.0, 5.0, 12.0, 6.0, 0.0, 8.0, 2.0, 6.0, 0.0, 4.0, 1.0, 4.0]",185,4.0,4.0,0.0,5.0,9.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,5.0,12.0,6.0,0.0,8.0,2.0,6.0,0.0,4.0,1.0,4.0
FEDXDM17,M,NR,2.0,,FEDXDM17_M_NR_2.0,1.8571428571428572,91,3.9648056930543283,"[4.0, 5.0, 4.0, 4.0, 6.0, 6.0, 0.0, 2.0, 0.0, 1.0, 1.0, 3.0, 1.0, 8.0, 10.0, 10.0, 1.0, 6.0, 4.0, 6.0, 1.0, 1.0, 2.0, 5.0]",169,4.0,5.0,4.0,4.0,6.0,6.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,8.0,10.0,10.0,1.0,6.0,4.0,6.0,1.0,1.0,2.0,5.0
FEDXDM17,M,NR,3.0,,FEDXDM17_M_NR_3.0,1.6571428571428573,105,4.53074433656958,"[7.0, 4.0, 7.0, 5.0, 10.0, 1.0, 5.0, 0.0, 1.0, 1.0, 5.0, 1.0, 8.0, 12.0, 9.0, 7.0, 0.0, 2.0, 4.0, 1.0, 6.0, 1.0, 3.0, 5.0]",174,7.0,4.0,7.0,5.0,10.0,1.0,5.0,0.0,1.0,1.0,5.0,1.0,8.0,12.0,9.0,7.0,0.0,2.0,4.0,1.0,6.0,1.0,3.0,5.0
FEDXDM17,M,NR,4.0,,FEDXDM17_M_NR_4.0,1.2647058823529411,102,4.479523745623559,"[5.0, 9.0, 4.0, 2.0, 8.0, 9.0, 3.0, 1.0, 0.0, 0.0, 6.0, 1.0, 5.0, 11.0, 7.0, 10.0, 3.0, 0.0, 5.0, 3.0, 1.0, 3.0, 0.0, 6.0]",129,5.0,9.0,4.0,2.0,8.0,9.0,3.0,1.0,0.0,0.0,6.0,1.0,5.0,11.0,7.0,10.0,3.0,0.0,5.0,3.0,1.0,3.0,0.0,6.0
FEDXDM18,M,NR,3.0,,FEDXDM18_M_NR_3.0,1.4761904761904763,105,4.561141009242948,"[3.0, 11.0, 7.0, 2.0, 8.0, 11.0, 0.0, 0.0, 0.0, 7.0, 2.0, 2.0, 6.0, 7.0, 6.0, 7.0, 2.0, 6.0, 5.0, 0.0, 5.0, 2.0, 1.0, 5.0]",155,3.0,11.0,7.0,2.0,8.0,11.0,0.0,0.0,0.0,7.0,2.0,2.0,6.0,7.0,6.0,7.0,2.0,6.0,5.0,0.0,5.0,2.0,1.0,5.0
FEDXDM18,M,NR,4.0,,FEDXDM18_M_NR_4.0,1.2583333333333333,120,5.313391715044769,"[10.0, 0.0, 5.0, 0.0, 10.0, 9.0, 4.0, 2.0, 0.0, 1.0, 5.0, 3.0, 4.0, 12.0, 10.0, 9.0, 5.0, 3.0, 3.0, 9.0, 3.0, 3.0, 1.0, 9.0]",151,10.0,0.0,5.0,0.0,10.0,9.0,4.0,2.0,0.0,1.0,5.0,3.0,4.0,12.0,10.0,9.0,5.0,3.0,3.0,9.0,3.0,3.0,1.0,9.0
FEDXDM19,M,NR,1.0,,FEDXDM19_M_NR_1.0,1.6603773584905661,106,4.76345025589814,"[8.0, 3.0, 0.0, 5.0, 4.0, 8.0, 4.0, 0.0, 0.0, 0.0, 2.0, 3.0, 3.0, 6.0, 8.0, 8.0, 13.0, 3.0, 1.0, 10.0, 4.0, 0.0, 5.0, 8.0]",176,8.0,3.0,0.0,5.0,4.0,8.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,6.0,8.0,8.0,13.0,3.0,1.0,10.0,4.0,0.0,5.0,8.0
FEDXDM19,M,NR,2.0,,FEDXDM19_M_NR_2.0,1.7207207207207207,111,4.8516931146267135,"[6.0, 2.0, 4.0, 5.0, 8.0, 7.0, 0.0, 0.0, 3.0, 0.0, 1.0, 2.0, 2.0, 7.0, 11.0, 11.0, 0.0, 10.0, 4.0, 7.0, 6.0, 6.0, 4.0, 5.0]",191,6.0,2.0,4.0,5.0,8.0,7.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,7.0,11.0,11.0,0.0,10.0,4.0,7.0,6.0,6.0,4.0,5.0
FEDXDM19,M,NR,3.0,,FEDXDM19_M_NR_3.0,1.4774774774774775,111,4.775619958171497,"[2.0, 11.0, 6.0, 4.0, 8.0, 6.0, 0.0, 2.0, 1.0, 2.0, 4.0, 1.0, 4.0, 9.0, 9.0, 9.0, 5.0, 0.0, 5.0, 9.0, 1.0, 0.0, 7.0, 6.0]",164,2.0,11.0,6.0,4.0,8.0,6.0,0.0,2.0,1.0,2.0,4.0,1.0,4.0,9.0,9.0,9.0,5.0,0.0,5.0,9.0,1.0,0.0,7.0,6.0
FEDXDM19,M,NR,4.0,,FEDXDM19_M_NR_4.0,1.1121495327102804,107,4.702722500305213,"[0.0, 0.0, 6.0, 1.0, 9.0, 10.0, 0.0, 1.0, 2.0, 2.0, 1.0, 2.0, 3.0, 11.0, 8.0, 8.0, 5.0, 7.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0]",119,0.0,0.0,6.0,1.0,9.0,10.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,11.0,8.0,8.0,5.0,7.0,4.0,5.0,5.0,5.0,6.0,6.0
FEDXDM20,M,NR,1.0,,FEDXDM20_M_NR_1.0,1.7032967032967032,91,4.124697824335213,"[4.0, 2.0, 0.0, 10.0, 7.0, 4.0, 5.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 3.0, 7.0, 8.0, 8.0, 9.0, 0.0, 8.0, 0.0, 2.0, 6.0, 3.0]",155,4.0,2.0,0.0,10.0,7.0,4.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,7.0,8.0,8.0,9.0,0.0,8.0,0.0,2.0,6.0,3.0
FEDXDM20,M,NR,2.0,,FEDXDM20_M_NR_2.0,1.6111111111111112,90,3.9680109732649136,"[6.0, 2.0, 3.0, 5.0, 5.0, 4.0, 1.0, 2.0, 0.0, 1.0, 0.0, 3.0, 3.0, 6.0, 7.0, 9.0, 7.0, 0.0, 11.0, 7.0, 0.0, 3.0, 1.0, 4.0]",145,6.0,2.0,3.0,5.0,5.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,6.0,7.0,9.0,7.0,0.0,11.0,7.0,0.0,3.0,1.0,4.0
FEDXDM20,M,NR,3.0,,FEDXDM20_M_NR_3.0,1.4752475247524752,101,4.376399220047664,"[6.0, 2.0, 6.0, 5.0, 11.0, 0.0, 0.0, 3.0, 0.0, 1.0, 3.0, 2.0, 3.0, 6.0, 7.0, 7.0, 9.0, 3.0, 0.0, 8.0, 0.0, 4.0, 9.0, 6.0]",149,6.0,2.0,6.0,5.0,11.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,3.0,6.0,7.0,7.0,9.0,3.0,0.0,8.0,0.0,4.0,9.0,6.0
FEDXDM20,M,NR,4.0,,FEDXDM20_M_NR_4.0,1.127906976744186,86,3.878435597424398,"[9.0, 1.0, 1.0, 2.0, 6.0, 7.0, 1.0, 3.0, 0.0, 0.0, 2.0, 3.0, 3.0, 3.0, 5.0, 5.0, 9.0, 5.0, 4.0, 6.0, 7.0, 2.0, 0.0, 2.0]",97,9.0,1.0,1.0,2.0,6.0,7.0,1.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,5.0,5.0,9.0,5.0,4.0,6.0,7.0,2.0,0.0,2.0
