,FED000_042123_02.CSV,FED000_042223_00.CSV,FED003_042523_00.CSV,FED011_042123_02.CSV,FED011_042223_00.CSV,FED015_042123_04.CSV,FED015_042223_00.CSV,FED017_042123_03.CSV,FED017_042223_01.CSV,FED019_042123_02.CSV,FED004_042523_00.CSV,FED012_042123_02.CSV,FED012_042223_00.CSV,FED014_042123_02.CSV,FED014_042223_00.CSV,FED016_042123_04.CSV,FED016_042223_00.CSV,FED018_042123_05.CSV,FED020_042123_02.CSV,FED020_042223_02.CSV,FED001_042123_03.CSV,FED001_042223_00.CSV,FED003_042123_02.CSV,FED003_042223_00.CSV,FED005_042123_03.CSV,FED005_042223_00.CSV,FED007_042123_02.CSV,FED007_042223_00.CSV,FED009_042123_02.CSV,FED009_042223_00.CSV,FED002_042123_02.CSV,FED002_042223_00.CSV,FED004_042123_02.CSV,FED004_042223_00.CSV,FED006_042123_02.CSV,FED006_042223_00.CSV,FED008_042123_02.CSV,FED008_042223_00.CSV,FED010_042123_02.CSV,FED010_042223_00.CSV,NR_F_CE_CAS5%,NR_F_CE_CAS5% SEM,NR_F_CE_SUC,NR_F_CE_SUC SEM,PR_F_CE_CAS5%,PR_F_CE_CAS5% SEM,PR_F_CE_SUC,PR_F_CE_SUC SEM
pokes,41.0,139.0,316.0,67.0,149.0,28.0,193.0,238.0,89.0,294.0,116.0,28.0,55.0,39.0,50.0,14.0,66.0,54.0,88.0,22.0,101.0,102.0,50.0,233.0,181.0,197.0,34.0,68.0,151.0,61.0,21.0,25.0,9.0,73.0,58.0,46.0,9.0,10.0,59.0,72.0,155.4,32.50476888088885,53.2,9.820386957752733,117.8,21.73006110335531,38.2,8.30635633449201
