MM:DD:YYYY hh:mm:ss,New Column 1,New Column 2,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/24/2023 10:33:04,,,1.16.3,ClosedEcon_PR1,5,4.0,,1,Right,Left,0,1,0,0,,,22.01
4/24/2023 10:36:16,,,1.16.3,ClosedEcon_PR1,5,4.0,,1,Left,Left,1,1,0,0,,,0.4
4/24/2023 10:36:18,,,1.16.3,ClosedEcon_PR1,5,4.0,2.0,1,Pellet,Left,1,1,1,1,1.31,,
4/24/2023 10:39:18,,,1.16.3,ClosedEcon_PR1,5,4.0,,3,Left,Left,2,1,1,1,,,0.46
4/24/2023 10:40:50,,,1.16.3,ClosedEcon_PR1,5,3.99,,3,Left,Left,3,1,1,1,,,0.33
4/24/2023 10:40:54,,,1.16.3,ClosedEcon_PR1,5,4.0,,3,Left,Left,4,1,1,1,,,0.45
4/24/2023 10:41:29,,,1.16.3,ClosedEcon_PR1,5,4.0,2.0,3,Pellet,Left,4,1,2,2,34.56,311.0,
4/24/2023 10:41:40,,,1.16.3,ClosedEcon_PR1,5,4.0,,5,Left,Left,5,1,2,2,,,0.14
4/24/2023 10:44:46,,,1.16.3,ClosedEcon_PR1,5,4.0,,5,Right,Left,5,2,2,2,,,0.13
4/24/2023 10:44:47,,,1.16.3,ClosedEcon_PR1,5,4.0,,5,Right,Left,5,3,2,2,,,0.0
4/24/2023 10:44:50,,,1.16.3,ClosedEcon_PR1,5,4.0,,5,Left,Left,6,3,2,2,,,0.2
4/24/2023 10:45:07,,,1.16.3,ClosedEcon_PR1,5,4.0,,5,Left,Left,7,3,2,2,,,0.02
4/24/2023 10:45:11,,,1.16.3,ClosedEcon_PR1,5,4.0,,5,Left,Left,8,3,2,2,,,0.37
4/24/2023 10:45:50,,,1.16.3,ClosedEcon_PR1,5,4.0,,5,Left,Left,9,3,2,2,,,0.0
4/24/2023 10:48:49,,,1.16.3,ClosedEcon_PR1,5,4.0,1.0,5,Pellet,Left,9,3,3,3,Timed_out,440.0,
4/24/2023 10:49:00,,,1.16.3,ClosedEcon_PR1,5,3.99,,7,Left,Left,10,3,3,3,,,0.17
4/24/2023 10:49:01,,,1.16.3,ClosedEcon_PR1,5,4.0,,7,Left,Left,11,3,3,3,,,0.71
4/24/2023 10:49:08,,,1.16.3,ClosedEcon_PR1,5,4.0,,7,Left,Left,12,3,3,3,,,0.24
4/24/2023 10:49:51,,,1.16.3,ClosedEcon_PR1,5,3.99,,7,Right,Left,12,4,3,3,,,0.3
4/24/2023 10:50:01,,,1.16.3,ClosedEcon_PR1,5,4.0,,7,Left,Left,13,4,3,3,,,0.21
4/24/2023 10:50:14,,,1.16.3,ClosedEcon_PR1,5,4.0,,7,Left,Left,14,4,3,3,,,0.15
4/24/2023 10:54:48,,,1.16.3,ClosedEcon_PR1,5,4.0,,7,Left,Left,15,4,3,3,,,0.08
4/24/2023 10:54:50,,,1.16.3,ClosedEcon_PR1,5,4.0,,7,Left,Left,16,4,3,3,,,0.13
4/24/2023 10:54:51,,,1.16.3,ClosedEcon_PR1,5,4.0,2.0,7,Pellet,Left,16,4,4,4,0.13,362.0,
4/24/2023 10:54:59,,,1.16.3,ClosedEcon_PR1,5,4.0,,9,Left,Left,17,4,4,4,,,0.05
4/24/2023 10:55:03,,,1.16.3,ClosedEcon_PR1,5,3.99,,9,Left,Left,18,4,4,4,,,0.53
4/24/2023 10:55:09,,,1.16.3,ClosedEcon_PR1,5,4.0,,9,Left,Left,19,4,4,4,,,0.05
4/24/2023 10:55:10,,,1.16.3,ClosedEcon_PR1,5,3.99,,9,Left,Left,20,4,4,4,,,0.19
4/24/2023 10:55:12,,,1.16.3,ClosedEcon_PR1,5,4.0,,9,Left,Left,21,4,4,4,,,0.34
4/24/2023 10:55:13,,,1.16.3,ClosedEcon_PR1,5,4.0,,9,Left,Left,22,4,4,4,,,0.45
4/24/2023 10:55:17,,,1.16.3,ClosedEcon_PR1,5,4.0,,9,Left,Left,23,4,4,4,,,0.42
4/24/2023 10:57:48,,,1.16.3,ClosedEcon_PR1,5,4.0,,9,Right,Left,23,5,4,4,,,1.07
4/24/2023 10:58:05,,,1.16.3,ClosedEcon_PR1,5,3.99,,9,Left,Left,24,5,4,4,,,0.26
4/24/2023 11:02:11,,,1.16.3,ClosedEcon_PR1,5,3.99,,9,Left,Left,25,5,4,4,,,0.17
4/24/2023 11:02:12,,,1.16.3,ClosedEcon_PR1,5,4.0,1.0,9,Pellet,Left,25,5,5,5,0.33,441.0,
4/24/2023 11:02:20,,,1.16.3,ClosedEcon_PR1,5,3.99,,11,Left,Left,26,5,5,5,,,0.02
4/24/2023 11:02:23,,,1.16.3,ClosedEcon_PR1,5,4.0,,11,Right,Left,26,6,5,5,,,0.16
4/24/2023 11:02:24,,,1.16.3,ClosedEcon_PR1,5,4.0,,11,Right,Left,26,7,5,5,,,0.01
4/24/2023 11:02:25,,,1.16.3,ClosedEcon_PR1,5,3.99,,11,Left,Left,27,7,5,5,,,0.32
4/24/2023 11:04:43,,,1.16.3,ClosedEcon_PR1,5,4.0,,11,Left,Left,28,7,5,5,,,0.22
4/24/2023 11:05:26,,,1.16.3,ClosedEcon_PR1,5,3.99,,11,Left,Left,29,7,5,5,,,0.12
4/24/2023 11:08:35,,,1.16.3,ClosedEcon_PR1,5,3.99,,11,Left,Left,30,7,5,5,,,0.1
4/24/2023 11:09:53,,,1.16.3,ClosedEcon_PR1,5,3.99,,11,Left,Left,31,7,5,5,,,0.27
4/24/2023 11:11:05,,,1.16.3,ClosedEcon_PR1,5,4.0,,11,Left,Left,32,7,5,5,,,0.03
4/24/2023 11:11:08,,,1.16.3,ClosedEcon_PR1,5,3.99,,11,Left,Left,33,7,5,5,,,0.17
4/24/2023 11:11:11,,,1.16.3,ClosedEcon_PR1,5,3.99,,11,Left,Left,34,7,5,5,,,0.04
4/24/2023 11:11:17,,,1.16.3,ClosedEcon_PR1,5,4.0,,11,Left,Left,35,7,5,5,,,0.1
4/24/2023 11:11:19,,,1.16.3,ClosedEcon_PR1,5,4.0,,11,Left,Left,36,7,5,5,,,0.07
4/24/2023 11:11:19,,,1.16.3,ClosedEcon_PR1,5,3.99,,11,LeftDuringDispense,Left,37,7,5,6,,,0.02
4/24/2023 11:11:28,,,1.16.3,ClosedEcon_PR1,5,3.99,3.0,11,Pellet,Left,37,7,6,6,6.20,556.0,
4/24/2023 11:11:42,,,1.16.3,ClosedEcon_PR1,5,3.99,,13,Left,Left,38,7,6,6,,,0.01
4/24/2023 11:13:50,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,39,7,6,6,,,0.3
4/24/2023 11:14:20,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,40,7,6,6,,,0.2
4/24/2023 11:15:41,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,41,7,6,6,,,0.04
4/24/2023 11:15:47,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,42,7,6,6,,,0.13
4/24/2023 11:15:48,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,43,7,6,6,,,0.12
4/24/2023 11:15:52,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,44,7,6,6,,,0.14
4/24/2023 11:15:54,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,45,7,6,6,,,0.35
4/24/2023 11:15:57,,,1.16.3,ClosedEcon_PR1,5,3.99,,13,Left,Left,46,7,6,6,,,0.14
4/24/2023 11:16:00,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,47,7,6,6,,,0.17
4/24/2023 11:16:00,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,48,7,6,6,,,0.0
4/24/2023 11:16:02,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,49,7,6,6,,,0.34
4/24/2023 11:16:08,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,Left,Left,50,7,6,6,,,0.05
4/24/2023 11:16:10,,,1.16.3,ClosedEcon_PR1,5,4.0,,13,RightWithPellet,Left,50,8,6,7,,,0.48
4/24/2023 11:16:11,,,1.16.3,ClosedEcon_PR1,5,3.99,2.0,13,Pellet,Left,50,8,7,7,1.82,283.0,
4/24/2023 11:16:22,,,1.16.3,ClosedEcon_PR1,5,4.0,,15,Left,Left,51,8,7,7,,,0.24
4/24/2023 11:16:25,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Right,Left,51,9,7,7,,,0.13
4/24/2023 11:24:12,,,1.16.3,ClosedEcon_PR1,5,4.0,,15,Left,Left,52,9,7,7,,,0.17
4/24/2023 11:24:16,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Left,Left,53,9,7,7,,,0.42
4/24/2023 11:27:33,,,1.16.3,ClosedEcon_PR1,5,4.0,,15,Right,Left,53,10,7,7,,,0.12
4/24/2023 11:27:51,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Right,Left,53,11,7,7,,,0.04
4/24/2023 11:27:52,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Left,Left,54,11,7,7,,,0.01
4/24/2023 11:27:58,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Right,Left,54,12,7,7,,,0.15
4/24/2023 11:28:00,,,1.16.3,ClosedEcon_PR1,5,4.0,,15,Left,Left,55,12,7,7,,,0.09
4/24/2023 11:28:09,,,1.16.3,ClosedEcon_PR1,5,4.0,,15,Left,Left,56,12,7,7,,,0.26
4/24/2023 11:28:11,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Left,Left,57,12,7,7,,,0.08
4/24/2023 11:28:24,,,1.16.3,ClosedEcon_PR1,5,4.0,,15,Left,Left,58,12,7,7,,,0.19
4/24/2023 11:28:44,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Right,Left,58,13,7,7,,,0.25
4/24/2023 11:28:46,,,1.16.3,ClosedEcon_PR1,5,4.0,,15,Left,Left,59,13,7,7,,,0.09
4/24/2023 11:28:48,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Left,Left,60,13,7,7,,,0.15
4/24/2023 11:28:49,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Left,Left,61,13,7,7,,,0.51
4/24/2023 11:28:53,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Left,Left,62,13,7,7,,,0.17
4/24/2023 11:28:54,,,1.16.3,ClosedEcon_PR1,5,4.0,,15,Left,Left,63,13,7,7,,,0.01
4/24/2023 11:28:57,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Left,Left,64,13,7,7,,,0.31
4/24/2023 11:29:02,,,1.16.3,ClosedEcon_PR1,5,3.99,,15,Left,Left,65,13,7,7,,,0.06
4/24/2023 11:29:03,,,1.16.3,ClosedEcon_PR1,5,4.0,2.0,15,Pellet,Left,65,13,8,8,0.13,772.0,
4/24/2023 11:29:20,,,1.16.3,ClosedEcon_PR1,5,3.99,,17,Left,Left,66,13,8,8,,,0.11
4/24/2023 11:29:22,,,1.16.3,ClosedEcon_PR1,5,3.99,,17,Left,Left,67,13,8,8,,,0.16
4/24/2023 11:29:40,,,1.16.3,ClosedEcon_PR1,5,4.0,,17,Left,Left,68,13,8,8,,,0.02
4/24/2023 11:30:09,,,1.16.3,ClosedEcon_PR1,5,4.0,,17,Left,Left,69,13,8,8,,,0.13
4/24/2023 11:30:31,,,1.16.3,ClosedEcon_PR1,5,3.99,,17,Left,Left,70,13,8,8,,,0.1
4/24/2023 11:30:45,,,1.16.3,ClosedEcon_PR1,5,3.99,,17,Left,Left,71,13,8,8,,,0.03
