MM:DD:YYYY hh:mm:ss,New Column 1,New Column 2,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/3/2023 9:34:44,,,1.16.3,FR1,5,3.87,,1,Right,Left,0,1,0,0,,,0.18
4/3/2023 10:09:58,,,1.16.3,FR1,5,3.87,,1,Left,Left,1,1,0,0,,,0.42
4/3/2023 10:10:05,,,1.16.3,FR1,5,3.87,1.0,1,Pellet,Left,1,1,1,0,5.93,,
4/3/2023 10:53:00,,,1.16.3,FR1,5,3.87,,1,Right,Left,1,2,1,0,,,0.55
4/3/2023 10:53:01,,,1.16.3,FR1,5,3.87,,1,Right,Left,1,3,1,0,,,0.17
4/3/2023 10:53:02,,,1.16.3,FR1,5,3.87,,1,Right,Left,1,4,1,0,,,0.4
4/3/2023 10:53:04,,,1.16.3,FR1,5,3.86,,1,Right,Left,1,5,1,0,,,0.13
4/3/2023 10:53:08,,,1.16.3,FR1,5,3.87,,1,Right,Left,1,6,1,0,,,0.15
4/3/2023 10:53:09,,,1.16.3,FR1,5,3.87,,1,Right,Left,1,7,1,0,,,0.0
4/3/2023 10:53:44,,,1.16.3,FR1,5,3.87,,1,Right,Left,1,8,1,0,,,0.19
4/3/2023 10:53:45,,,1.16.3,FR1,5,3.86,,1,Right,Left,1,9,1,0,,,0.0
4/3/2023 10:53:59,,,1.16.3,FR1,5,3.86,,1,Left,Left,2,9,1,0,,,0.7
4/3/2023 10:54:04,,,1.16.3,FR1,5,3.87,1.0,1,Pellet,Left,2,9,2,0,3.54,2639.0,
4/3/2023 10:55:30,,,1.16.3,FR1,5,3.86,,1,Right,Left,2,10,2,0,,,0.29
4/3/2023 10:55:31,,,1.16.3,FR1,5,3.87,,1,Right,Left,2,11,2,0,,,0.0
4/3/2023 10:55:34,,,1.16.3,FR1,5,3.87,,1,Right,Left,2,12,2,0,,,1.25
4/3/2023 10:55:39,,,1.16.3,FR1,5,3.86,,1,Right,Left,2,13,2,0,,,0.1
4/3/2023 10:55:40,,,1.16.3,FR1,5,3.87,,1,Right,Left,2,14,2,0,,,0.04
4/3/2023 10:55:41,,,1.16.3,FR1,5,3.87,,1,Right,Left,2,15,2,0,,,0.03
4/3/2023 10:55:42,,,1.16.3,FR1,5,3.87,,1,Right,Left,2,16,2,0,,,0.38
4/3/2023 10:55:43,,,1.16.3,FR1,5,3.86,,1,Right,Left,2,17,2,0,,,0.0
