MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/30/2023 8:53:51,1.16.3,FR1,5,4.04,nan,1,Right,Left,0,1,0,0,nan,nan,14.94
3/30/2023 8:58:56,1.16.3,FR1,5,4.05,nan,1,Right,Left,0,2,0,0,nan,nan,0.01
3/30/2023 8:59:59,1.16.3,FR1,5,4.04,nan,1,Left,Left,1,2,0,0,nan,nan,0.04
3/30/2023 9:00:05,1.16.3,FR1,5,4.05,1,1,Pellet,Left,1,2,1,0,5.46,nan,nan
3/30/2023 9:16:38,1.16.3,FR1,5,4.04,nan,1,Left,Left,2,2,1,0,nan,nan,0.39
3/30/2023 9:16:44,1.16.3,FR1,5,4.04,1,1,Pellet,Left,2,2,2,0,6.00,999,nan
3/30/2023 9:17:19,1.16.3,FR1,5,4.04,nan,1,Right,Left,2,3,2,0,nan,nan,0.15
3/30/2023 12:59:00,1.16.3,FR1,5,4.03,nan,1,Right,Left,2,4,2,0,nan,nan,0.19
3/30/2023 13:08:11,1.16.3,FR1,5,4.03,nan,1,Left,Left,3,4,2,0,nan,nan,0.45
3/30/2023 13:08:14,1.16.3,FR1,5,4.03,1,1,Pellet,Left,3,4,3,0,1.90,13890,nan
3/30/2023 13:09:20,1.16.3,FR1,5,4.03,nan,1,Left,Left,4,4,3,0,nan,nan,0.15
3/30/2023 13:09:21,1.16.3,FR1,5,4.03,nan,1,LeftDuringDispense,Left,5,4,3,0,nan,nan,0.05
3/30/2023 13:09:27,1.16.3,FR1,5,4.03,3,1,Pellet,Left,5,4,4,0,0.95,73,nan
3/30/2023 13:09:58,1.16.3,FR1,5,4.03,nan,1,Right,Left,5,5,4,0,nan,nan,0.07
3/30/2023 13:13:48,1.16.3,FR1,5,4.03,nan,1,Left,Left,6,5,4,0,nan,nan,53.21
3/30/2023 13:13:49,1.16.3,FR1,5,4.03,nan,1,LeftDuringDispense,Left,7,5,4,0,nan,nan,0.11
3/30/2023 13:13:49,1.16.3,FR1,5,4.04,nan,1,LeftWithPellet,Left,8,5,4,0,nan,nan,0.09
3/30/2023 13:13:50,1.16.3,FR1,5,4.03,nan,1,LeftWithPellet,Left,9,5,4,0,nan,nan,0.26
3/30/2023 13:13:51,1.16.3,FR1,5,4.03,1,1,Pellet,Left,9,5,5,0,2.21,264,nan
3/30/2023 16:28:09,1.16.3,FR1,5,4.03,nan,1,Right,Left,9,6,5,0,nan,nan,0.06
3/30/2023 16:36:07,1.16.3,FR1,5,4.03,nan,1,Right,Left,9,7,5,0,nan,nan,0.08
3/30/2023 16:39:57,1.16.3,FR1,5,4.03,nan,1,Right,Left,9,8,5,0,nan,nan,0.37
3/30/2023 16:39:58,1.16.3,FR1,5,4.03,nan,1,Right,Left,9,9,5,0,nan,nan,0.02
3/30/2023 16:39:59,1.16.3,FR1,5,4.03,nan,1,Right,Left,9,10,5,0,nan,nan,0.40
3/30/2023 16:40:03,1.16.3,FR1,5,4.02,nan,1,Right,Left,9,11,5,0,nan,nan,0.02
3/30/2023 16:40:24,1.16.3,FR1,5,4.03,nan,1,Left,Left,10,11,5,0,nan,nan,0.63
3/30/2023 16:40:33,1.16.3,FR1,5,4.03,1,1,Pellet,Left,10,11,6,0,7.71,12402,nan
3/30/2023 16:40:56,1.16.3,FR1,5,4.03,nan,1,Right,Left,10,12,6,0,nan,nan,0.27
3/30/2023 16:40:58,1.16.3,FR1,5,4.03,nan,1,Right,Left,10,13,6,0,nan,nan,1.00
3/30/2023 16:41:03,1.16.3,FR1,5,4.03,nan,1,Right,Left,10,14,6,0,nan,nan,0.00
3/30/2023 16:41:22,1.16.3,FR1,5,4.02,nan,1,Right,Left,10,15,6,0,nan,nan,0.95
3/30/2023 16:41:25,1.16.3,FR1,5,4.03,nan,1,Left,Left,11,15,6,0,nan,nan,1.09
3/30/2023 16:41:33,1.16.3,FR1,5,4.03,1,1,Pellet,Left,11,15,7,0,7.10,60,nan
3/30/2023 16:42:06,1.16.3,FR1,5,4.03,nan,1,Left,Left,12,15,7,0,nan,nan,0.01
3/30/2023 16:42:13,1.16.3,FR1,5,4.03,1,1,Pellet,Left,12,15,8,0,5.53,39,nan
3/30/2023 18:24:01,1.16.3,FR1,5,4.03,nan,1,Left,Left,13,15,8,0,nan,nan,1.40
3/30/2023 18:24:06,1.16.3,FR1,5,4.03,2,1,Pellet,Left,13,15,9,0,2.25,6114,nan
3/30/2023 18:24:38,1.16.3,FR1,5,4.02,nan,1,Left,Left,14,15,9,0,nan,nan,0.05
3/30/2023 18:24:38,1.16.3,FR1,5,4.02,nan,1,LeftDuringDispense,Left,15,15,9,0,nan,nan,0.15
3/30/2023 18:24:49,1.16.3,FR1,5,4.02,1,1,Pellet,Left,15,15,10,0,9.97,43,nan
3/30/2023 18:25:26,1.16.3,FR1,5,4.03,nan,1,Right,Left,15,16,10,0,nan,nan,0.06
3/30/2023 18:32:25,1.16.3,FR1,5,4.02,nan,1,Left,Left,16,16,10,0,nan,nan,0.66
3/30/2023 18:32:25,1.16.3,FR1,5,4.03,nan,1,LeftDuringDispense,Left,17,16,10,0,nan,nan,0.47
3/30/2023 18:32:32,1.16.3,FR1,5,4.03,2,1,Pellet,Left,17,16,11,0,3.41,463,nan
3/30/2023 18:34:01,1.16.3,FR1,5,4.02,nan,1,Right,Left,17,17,11,0,nan,nan,0.82
3/30/2023 18:41:00,1.16.3,FR1,5,4.02,nan,1,Right,Left,17,18,11,0,nan,nan,0.04
3/30/2023 18:43:07,1.16.3,FR1,5,4.03,nan,1,Left,Left,18,18,11,0,nan,nan,0.36
3/30/2023 18:43:12,1.16.3,FR1,5,4.03,1,1,Pellet,Left,18,18,12,0,4.77,640,nan
3/30/2023 18:49:59,1.16.3,FR1,5,4.03,nan,1,Left,Left,19,18,12,0,nan,nan,0.37
3/30/2023 18:50:02,1.16.3,FR1,5,4.03,1,1,Pellet,Left,19,18,13,0,2.31,410,nan
3/30/2023 18:50:56,1.16.3,FR1,5,4.02,nan,1,Left,Left,20,18,13,0,nan,nan,0.65
3/30/2023 18:50:59,1.16.3,FR1,5,4.03,2,1,Pellet,Left,20,18,14,0,0.41,57,nan
3/30/2023 18:53:18,1.16.3,FR1,5,4.02,nan,1,Left,Left,21,18,14,0,nan,nan,0.02
3/30/2023 18:53:19,1.16.3,FR1,5,4.02,nan,1,LeftDuringDispense,Left,22,18,14,0,nan,nan,0.07
3/30/2023 18:53:23,1.16.3,FR1,5,4.03,3,1,Pellet,Left,22,18,15,0,1.15,144,nan
3/30/2023 19:40:19,1.16.3,FR1,5,4.02,nan,1,Left,Left,23,18,15,0,nan,nan,0.49
3/30/2023 19:40:21,1.16.3,FR1,5,4.02,1,1,Pellet,Left,23,18,16,0,1.84,2818,nan
3/30/2023 19:43:25,1.16.3,FR1,5,4.02,nan,1,Right,Left,23,19,16,0,nan,nan,0.03
3/30/2023 19:43:26,1.16.3,FR1,5,4.02,nan,1,Right,Left,23,20,16,0,nan,nan,0.03
3/30/2023 19:50:45,1.16.3,FR1,5,4.02,nan,1,Left,Left,24,20,16,0,nan,nan,0.37
