MM:DD:YYYY hh:mm:ss,New Column 1,New Column 2,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/16/2023 10:23:05,,,1.16.3,FR1,5,3.91,,1,Right,Left,0,1,0,0,,,15.84
4/16/2023 10:28:50,,,1.16.3,FR1,5,3.91,,1,Right,Left,0,2,0,0,,,0.11
4/16/2023 10:28:52,,,1.16.3,FR1,5,3.91,,1,Left,Left,1,2,0,0,,,0.15
4/16/2023 10:28:55,,,1.16.3,FR1,5,3.9,1.0,1,Pellet,Left,1,2,1,0,1.90,,
4/16/2023 10:29:06,,,1.16.3,FR1,5,3.91,,1,Left,Left,2,2,1,0,,,0.06
4/16/2023 10:31:57,,,1.16.3,FR1,5,3.91,,1,RightWithPellet,Left,2,3,1,0,,,0.34
4/16/2023 10:35:18,,,1.16.3,FR1,5,3.9,1.0,1,Pellet,Left,2,3,2,0,Timed_out,382.0,
4/16/2023 10:38:10,,,1.16.3,FR1,5,3.91,,1,Left,Left,3,3,2,0,,,0.25
4/16/2023 10:38:11,,,1.16.3,FR1,5,3.91,2.0,1,Pellet,Left,3,3,3,0,0.06,174.0,
4/16/2023 10:39:11,,,1.16.3,FR1,5,3.9,,1,Right,Left,3,4,3,0,,,0.13
4/16/2023 10:39:13,,,1.16.3,FR1,5,3.9,,1,Right,Left,3,5,3,0,,,0.37
4/16/2023 10:41:52,,,1.16.3,FR1,5,3.9,,1,Left,Left,4,5,3,0,,,0.23
4/16/2023 10:41:53,,,1.16.3,FR1,5,3.91,1.0,1,Pellet,Left,4,5,4,0,0.27,222.0,
4/16/2023 10:43:30,,,1.16.3,FR1,5,3.9,,1,Right,Left,4,6,4,0,,,0.43
4/16/2023 10:43:32,,,1.16.3,FR1,5,3.91,,1,Left,Left,5,6,4,0,,,0.15
4/16/2023 10:43:35,,,1.16.3,FR1,5,3.91,2.0,1,Pellet,Left,5,6,5,0,0.74,102.0,
4/16/2023 10:43:41,,,1.16.3,FR1,5,3.9,,1,Left,Left,6,6,5,0,,,0.1
4/16/2023 10:44:39,,,1.16.3,FR1,5,3.91,,1,RightWithPellet,Left,6,7,5,0,,,0.06
4/16/2023 10:44:40,,,1.16.3,FR1,5,3.9,,1,RightWithPellet,Left,6,8,5,0,,,0.43
4/16/2023 10:44:43,,,1.16.3,FR1,5,3.91,1.0,1,Pellet,Left,6,8,6,0,Timed_out,68.0,
4/16/2023 10:46:58,,,1.16.3,FR1,5,3.9,,1,Left,Left,7,8,6,0,,,0.1
4/16/2023 10:49:46,,,1.16.3,FR1,5,3.9,1.0,1,Pellet,Left,7,8,7,0,Timed_out,303.0,
4/16/2023 10:49:53,,,1.16.3,FR1,5,3.91,,1,Left,Left,8,8,7,0,,,0.23
4/16/2023 10:49:54,,,1.16.3,FR1,5,3.9,2.0,1,Pellet,Left,8,8,8,0,0.06,8.0,
4/16/2023 10:50:04,,,1.16.3,FR1,5,3.91,,1,Left,Left,9,8,8,0,,,0.16
4/16/2023 10:52:17,,,1.16.3,FR1,5,3.91,1.0,1,Pellet,Left,9,8,9,0,Timed_out,143.0,
4/16/2023 10:52:27,,,1.16.3,FR1,5,3.91,,1,Left,Left,10,8,9,0,,,0.24
4/16/2023 10:52:28,,,1.16.3,FR1,5,3.91,,1,LeftDuringDispense,Left,11,8,9,0,,,0.01
4/16/2023 10:55:46,,,1.16.3,FR1,5,3.91,2.0,1,Pellet,Left,11,8,10,0,Timed_out,209.0,
4/16/2023 10:55:57,,,1.16.3,FR1,5,3.91,,1,Left,Left,12,8,10,0,,,0.2
4/16/2023 10:55:58,,,1.16.3,FR1,5,3.9,,1,LeftDuringDispense,Left,13,8,10,0,,,0.4
4/16/2023 10:58:04,,,1.16.3,FR1,5,3.9,,1,RightWithPellet,Left,13,9,10,0,,,0.34
4/16/2023 10:58:06,,,1.16.3,FR1,5,3.9,,1,LeftWithPellet,Left,14,9,10,0,,,0.51
4/16/2023 10:58:07,,,1.16.3,FR1,5,3.9,2.0,1,Pellet,Left,14,9,11,0,Timed_out,141.0,
4/16/2023 10:58:15,,,1.16.3,FR1,5,3.9,,1,Left,Left,15,9,11,0,,,0.18
4/16/2023 10:58:16,,,1.16.3,FR1,5,3.91,1.0,1,Pellet,Left,15,9,12,0,0.27,9.0,
4/16/2023 11:00:19,,,1.16.3,FR1,5,3.9,,1,Left,Left,16,9,12,0,,,0.06
4/16/2023 11:00:21,,,1.16.3,FR1,5,3.9,,1,RightWithPellet,Left,16,10,12,0,,,0.05
4/16/2023 11:04:16,,,1.16.3,FR1,5,3.9,,1,LeftWithPellet,Left,17,10,12,0,,,0.19
4/16/2023 11:06:04,,,1.16.3,FR1,5,3.9,1.0,1,Pellet,Left,17,10,13,0,Timed_out,468.0,
4/16/2023 11:06:16,,,1.16.3,FR1,5,3.9,,1,Right,Left,17,11,13,0,,,0.16
4/16/2023 11:10:58,,,1.16.3,FR1,5,3.9,,1,Right,Left,17,12,13,0,,,0.11
4/16/2023 11:12:25,,,1.16.3,FR1,5,3.91,,1,Left,Left,18,12,13,0,,,0.38
4/16/2023 11:12:33,,,1.16.3,FR1,5,3.9,2.0,1,Pellet,Left,18,12,14,0,6.07,388.0,
4/16/2023 11:12:40,,,1.16.3,FR1,5,3.91,,1,Left,Left,19,12,14,0,,,0.47
4/16/2023 11:12:42,,,1.16.3,FR1,5,3.9,1.0,1,Pellet,Left,19,12,15,0,1.02,10.0,
4/16/2023 11:16:48,,,1.16.3,FR1,5,3.91,,1,Left,Left,20,12,15,0,,,0.04
4/16/2023 11:16:49,,,1.16.3,FR1,5,3.91,,1,LeftDuringDispense,Left,21,12,15,0,,,0.21
4/16/2023 11:17:12,,,1.16.3,FR1,5,3.91,,1,LeftWithPellet,Left,22,12,15,0,,,0.42
4/16/2023 11:19:10,,,1.16.3,FR1,5,3.9,3.0,1,Pellet,Left,22,12,16,0,Timed_out,388.0,
