MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/9/2023 9:27:41,21.99,67.09,1.16.3,FR1,0,3.84,nan,1,Right,Left,0,1,0,0,nan,nan,9.00
4/9/2023 9:30:23,22.05,66.95,1.16.3,FR1,0,3.84,nan,1,Right,Left,0,2,0,0,nan,nan,0.14
4/9/2023 9:32:09,22.07,66.82,1.16.3,FR1,0,3.84,nan,1,Left,Left,1,2,0,0,nan,nan,0.12
4/9/2023 9:32:19,22.05,66.80,1.16.3,FR1,0,3.84,3,1,Pellet,Left,1,2,1,0,6.00,nan,nan
4/9/2023 9:36:04,22.12,66.64,1.16.3,FR1,0,3.85,nan,1,Left,Left,2,2,1,0,nan,nan,0.51
4/9/2023 9:36:07,22.13,66.63,1.16.3,FR1,0,3.84,nan,1,LeftWithPellet,Left,3,2,1,0,nan,nan,0.13
4/9/2023 9:42:30,22.20,66.31,1.16.3,FR1,0,3.85,nan,1,LeftWithPellet,Left,4,2,1,0,nan,nan,0.22
4/9/2023 9:42:32,22.20,66.30,1.16.3,FR1,0,3.84,nan,1,LeftWithPellet,Left,5,2,1,0,nan,nan,0.12
4/9/2023 9:42:34,22.19,66.30,1.16.3,FR1,0,3.84,nan,1,LeftWithPellet,Left,6,2,1,0,nan,nan,0.15
4/9/2023 9:42:36,22.20,66.30,1.16.3,FR1,0,3.83,nan,1,LeftWithPellet,Left,7,2,1,0,nan,nan,0.23
4/9/2023 9:42:37,22.19,66.31,1.16.3,FR1,0,3.85,nan,1,LeftWithPellet,Left,8,2,1,0,nan,nan,0.10
4/9/2023 9:44:25,22.21,66.31,1.16.3,FR1,0,3.85,nan,1,LeftWithPellet,Left,9,2,1,0,nan,nan,0.15
4/9/2023 9:45:33,22.23,66.50,1.16.3,FR1,0,3.84,nan,1,RightWithPellet,Left,9,3,1,0,nan,nan,0.40
4/9/2023 9:51:35,22.23,66.29,1.16.3,FR1,0,3.84,nan,1,RightWithPellet,Left,9,4,1,0,nan,nan,0.06
