MM:DD:YYYY hh:mm:ss,New Column 1,New Column 2,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/25/2023 10:41:15,,,1.16.3,ClosedEcon_PR1,5,3.96,,1,Right,Left,0,1,0,0,,,15.14
4/25/2023 10:42:54,,,1.16.3,ClosedEcon_PR1,5,3.95,,1,Left,Left,1,1,0,0,,,0.02
4/25/2023 10:51:17,,,1.16.3,ClosedEcon_PR1,5,3.95,2.0,1,Pellet,Left,1,1,1,1,Timed_out,,
4/25/2023 10:51:27,,,1.16.3,ClosedEcon_PR1,5,3.95,,3,Left,Left,2,1,1,1,,,0.54
4/25/2023 10:51:28,,,1.16.3,ClosedEcon_PR1,5,3.95,,3,Left,Left,3,1,1,1,,,0.1
4/25/2023 10:51:30,,,1.16.3,ClosedEcon_PR1,5,3.95,,3,Left,Left,4,1,1,1,,,0.74
4/25/2023 10:51:31,,,1.16.3,ClosedEcon_PR1,5,3.95,,3,LeftDuringDispense,Left,5,1,1,2,,,0.34
4/25/2023 10:51:35,,,1.16.3,ClosedEcon_PR1,5,3.95,,3,LeftWithPellet,Left,6,1,1,2,,,0.14
4/25/2023 10:51:36,,,1.16.3,ClosedEcon_PR1,5,3.94,,3,LeftWithPellet,Left,7,1,1,2,,,0.06
4/25/2023 10:55:32,,,1.16.3,ClosedEcon_PR1,5,3.95,,3,RightWithPellet,Left,7,2,1,2,,,0.48
4/25/2023 10:58:13,,,1.16.3,ClosedEcon_PR1,5,3.95,,3,LeftWithPellet,Left,8,2,1,2,,,0.36
4/25/2023 10:58:41,,,1.16.3,ClosedEcon_PR1,5,3.95,3.0,3,Pellet,Left,8,2,2,2,Timed_out,444.0,
4/25/2023 11:02:53,,,1.16.3,ClosedEcon_PR1,5,3.95,,5,Left,Left,9,2,2,2,,,0.07
4/25/2023 11:03:00,,,1.16.3,ClosedEcon_PR1,5,3.95,,5,Right,Left,9,3,2,2,,,0.05
4/25/2023 11:04:00,,,1.16.3,ClosedEcon_PR1,5,3.95,,5,Left,Left,10,3,2,2,,,0.17
4/25/2023 11:04:07,,,1.16.3,ClosedEcon_PR1,5,3.95,,5,Left,Left,11,3,2,2,,,0.13
4/25/2023 11:04:10,,,1.16.3,ClosedEcon_PR1,5,3.95,,5,Left,Left,12,3,2,2,,,0.28
4/25/2023 11:04:15,,,1.16.3,ClosedEcon_PR1,5,3.95,,5,Left,Left,13,3,2,2,,,0.17
4/25/2023 11:04:26,,,1.16.3,ClosedEcon_PR1,5,3.96,2.0,5,Pellet,Left,13,3,3,3,8.06,345.0,
4/25/2023 11:04:39,,,1.16.3,ClosedEcon_PR1,5,3.95,,7,Left,Left,14,3,3,3,,,0.36
4/25/2023 11:04:48,,,1.16.3,ClosedEcon_PR1,5,3.95,,7,Right,Left,14,4,3,3,,,0.8
4/25/2023 11:05:44,,,1.16.3,ClosedEcon_PR1,5,3.95,,7,Left,Left,15,4,3,3,,,0.36
4/25/2023 11:09:00,,,1.16.3,ClosedEcon_PR1,5,3.95,,7,Left,Left,16,4,3,3,,,0.19
4/25/2023 11:16:39,,,1.16.3,ClosedEcon_PR1,5,3.95,,7,Left,Left,17,4,3,3,,,0.0
4/25/2023 11:16:40,,,1.16.3,ClosedEcon_PR1,5,3.95,,7,Left,Left,18,4,3,3,,,0.16
4/25/2023 11:19:22,,,1.16.3,ClosedEcon_PR1,5,3.95,,7,Left,Left,19,4,3,3,,,0.69
4/25/2023 11:21:13,,,1.16.3,ClosedEcon_PR1,5,3.95,,7,Left,Left,20,4,3,3,,,0.02
4/25/2023 11:21:14,,,1.16.3,ClosedEcon_PR1,5,3.95,2.0,7,Pellet,Left,20,4,4,4,0.06,1008.0,
4/25/2023 11:22:38,,,1.16.3,ClosedEcon_PR1,5,3.94,,9,Left,Left,21,4,4,4,,,0.22
4/25/2023 11:28:04,,,1.16.3,ClosedEcon_PR1,5,3.95,,9,Left,Left,22,4,4,4,,,0.02
4/25/2023 11:28:23,,,1.16.3,ClosedEcon_PR1,5,3.95,,9,Left,Left,23,4,4,4,,,0.0
4/25/2023 11:32:56,,,1.16.3,ClosedEcon_PR1,5,3.95,,9,Left,Left,24,4,4,4,,,0.3
4/25/2023 11:32:56,,,1.16.3,ClosedEcon_PR1,5,3.95,,9,Left,Left,25,4,4,4,,,0.0
4/25/2023 11:33:02,,,1.16.3,ClosedEcon_PR1,5,3.95,,9,Left,Left,26,4,4,4,,,0.38
4/25/2023 11:33:57,,,1.16.3,ClosedEcon_PR1,5,3.95,,9,Left,Left,27,4,4,4,,,0.06
4/25/2023 11:33:59,,,1.16.3,ClosedEcon_PR1,5,3.95,,9,Left,Left,28,4,4,4,,,0.1
4/25/2023 11:34:01,,,1.16.3,ClosedEcon_PR1,5,3.95,,9,Left,Left,29,4,4,4,,,0.11
4/25/2023 11:35:09,,,1.16.3,ClosedEcon_PR1,5,3.94,2.0,9,Pellet,Left,29,4,5,5,Timed_out,835.0,
4/25/2023 11:47:10,,,1.16.3,ClosedEcon_PR1,5,3.95,,11,Left,Left,30,4,5,5,,,0.04
4/25/2023 11:47:12,,,1.16.3,ClosedEcon_PR1,5,3.94,,11,Left,Left,31,4,5,5,,,0.08
4/25/2023 11:47:40,,,1.16.3,ClosedEcon_PR1,5,3.95,,11,Left,Left,32,4,5,5,,,0.1
4/25/2023 11:49:28,,,1.16.3,ClosedEcon_PR1,5,3.94,,11,Left,Left,33,4,5,5,,,0.16
4/25/2023 11:49:29,,,1.16.3,ClosedEcon_PR1,5,3.95,,11,Left,Left,34,4,5,5,,,0.05
