MM:DD:YYYY hh:mm:ss,New Column 1,New Column 2,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/14/2023 9:32:46,,,1.16.3,FR1,5,4.0,,1,Right,Left,0,1,0,0,,,13.62
4/14/2023 9:34:38,,,1.16.3,FR1,5,4.0,,1,Left,Left,1,1,0,0,,,0.25
4/14/2023 9:39:06,,,1.16.3,FR1,5,4.0,,1,RightWithPellet,Left,1,2,0,0,,,0.36
4/14/2023 9:40:53,,,1.16.3,FR1,5,4.0,,1,RightWithPellet,Left,1,3,0,0,,,0.05
4/14/2023 9:42:12,,,1.16.3,FR1,5,3.99,1.0,1,Pellet,Left,1,3,1,0,Timed_out,,
4/14/2023 9:43:04,,,1.16.3,FR1,5,3.99,,1,Left,Left,2,3,1,0,,,0.34
4/14/2023 9:43:05,,,1.16.3,FR1,5,4.0,,1,LeftDuringDispense,Left,3,3,1,0,,,0.15
4/14/2023 9:49:36,,,1.16.3,FR1,5,4.0,,1,RightWithPellet,Left,3,4,1,0,,,0.3
4/14/2023 9:51:45,,,1.16.3,FR1,5,3.99,2.0,1,Pellet,Left,3,4,2,0,Timed_out,573.0,
4/14/2023 9:51:56,,,1.16.3,FR1,5,4.0,,1,Left,Left,4,4,2,0,,,0.27
4/14/2023 9:51:58,,,1.16.3,FR1,5,3.99,1.0,1,Pellet,Left,4,4,3,0,0.88,13.0,
4/14/2023 10:01:23,,,1.16.3,FR1,5,4.0,,1,Right,Left,4,5,3,0,,,0.28
4/14/2023 10:06:40,,,1.16.3,FR1,5,4.0,,1,Right,Left,4,6,3,0,,,0.22
4/14/2023 10:10:27,,,1.16.3,FR1,5,3.99,,1,Left,Left,5,6,3,0,,,0.07
4/14/2023 10:10:28,,,1.16.3,FR1,5,4.0,2.0,1,Pellet,Left,5,6,4,0,0.13,1110.0,
4/14/2023 10:23:15,,,1.16.3,FR1,5,3.99,,1,Right,Left,5,7,4,0,,,0.29
4/14/2023 10:24:16,,,1.16.3,FR1,5,4.0,,1,Left,Left,6,7,4,0,,,0.15
4/14/2023 10:24:17,,,1.16.3,FR1,5,3.99,1.0,1,Pellet,Left,6,7,5,0,0.06,829.0,
4/14/2023 10:24:25,,,1.16.3,FR1,5,4.0,,1,Left,Left,7,7,5,0,,,0.15
4/14/2023 10:24:26,,,1.16.3,FR1,5,3.99,1.0,1,Pellet,Left,7,7,6,0,0.20,8.0,
4/14/2023 10:24:40,,,1.16.3,FR1,5,3.99,,1,Left,Left,8,7,6,0,,,0.02
4/14/2023 10:24:56,,,1.16.3,FR1,5,4.0,5.0,1,Pellet,Left,8,7,7,0,8.73,31.0,
4/14/2023 10:26:41,,,1.16.3,FR1,5,3.99,,1,Right,Left,8,8,7,0,,,0.17
4/14/2023 10:40:46,,,1.16.3,FR1,5,3.99,,1,Right,Left,8,9,7,0,,,0.42
4/14/2023 10:40:48,,,1.16.3,FR1,5,3.99,,1,Left,Left,9,9,7,0,,,0.36
