MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/1/2023 12:16:32,22.53,67.30,1.16.3,Free_feed,14,3.77,nan,0,RightWithPellet,Left,0,1,0,0,nan,nan,1.18
4/1/2023 12:23:27,22.57,66.50,1.16.3,Free_feed,14,3.76,nan,0,LeftWithPellet,Left,1,1,0,0,nan,nan,1.11
4/1/2023 12:27:07,22.57,66.22,1.16.3,Free_feed,14,3.77,nan,0,RightWithPellet,Left,1,2,0,0,nan,nan,0.35
4/1/2023 12:32:17,22.56,66.44,1.16.3,Free_feed,14,3.76,nan,0,LeftWithPellet,Left,2,2,0,0,nan,nan,0.15
4/1/2023 12:42:11,22.56,66.33,1.16.3,Free_feed,14,3.76,nan,0,RightWithPellet,Left,2,3,0,0,nan,nan,0.04
4/1/2023 12:50:08,22.58,65.96,1.16.3,Free_feed,14,3.76,nan,0,LeftWithPellet,Left,3,3,0,0,nan,nan,0.60
4/1/2023 12:50:51,22.55,66.03,1.16.3,Free_feed,14,3.76,nan,0,RightWithPellet,Left,3,4,0,0,nan,nan,0.16
4/1/2023 13:07:38,22.51,65.88,1.16.3,Free_feed,14,3.77,2,0,Pellet,Left,3,4,1,0,Timed_out,nan,nan
4/1/2023 13:07:39,22.51,65.89,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,2,0,0.13,1,nan
4/1/2023 13:10:37,22.51,66.01,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,3,0,Timed_out,178,nan
4/1/2023 13:10:42,22.51,66.07,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,4,0,0.06,5,nan
4/1/2023 13:12:17,22.54,65.79,1.16.3,Free_feed,14,3.76,4,0,Pellet,Left,3,4,5,0,Timed_out,95,nan
4/1/2023 13:12:46,22.54,65.79,1.16.3,Free_feed,14,3.76,2,0,Pellet,Left,3,4,6,0,22.05,29,nan
4/1/2023 13:13:17,22.57,65.73,1.16.3,Free_feed,14,3.77,2,0,Pellet,Left,3,4,7,0,23.76,31,nan
4/1/2023 13:14:08,22.57,65.66,1.16.3,Free_feed,14,3.77,1,0,Pellet,Left,3,4,8,0,43.95,51,nan
4/1/2023 13:14:40,22.58,65.69,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,9,0,30.26,32,nan
4/1/2023 13:15:04,22.63,65.70,1.16.3,Free_feed,14,3.76,3,0,Pellet,Left,3,4,10,0,18.42,24,nan
4/1/2023 13:15:36,22.60,65.65,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,11,0,25.20,32,nan
4/1/2023 13:18:41,22.63,65.48,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,12,0,Timed_out,185,nan
4/1/2023 13:19:29,22.63,65.49,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,13,0,41.91,48,nan
4/1/2023 13:19:53,22.64,65.51,1.16.3,Free_feed,14,3.77,1,0,Pellet,Left,3,4,14,0,22.67,24,nan
4/1/2023 13:22:08,22.66,65.36,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,15,0,Timed_out,135,nan
4/1/2023 13:22:18,22.64,65.35,1.16.3,Free_feed,14,3.76,3,0,Pellet,Left,3,4,16,0,3.06,10,nan
4/1/2023 13:28:25,22.63,65.25,1.16.3,Free_feed,14,3.76,1,0,Pellet,Left,3,4,17,0,Timed_out,367,nan
4/1/2023 13:29:14,22.63,65.23,1.16.3,Free_feed,14,3.76,2,0,Pellet,Left,3,4,18,0,40.82,49,nan
4/1/2023 13:29:16,22.62,65.26,1.16.3,Free_feed,14,3.76,nan,0,RightDuringDispense,Left,3,5,18,0,nan,nan,0.40
4/1/2023 13:29:20,22.62,65.26,1.16.3,Free_feed,14,3.76,2,0,Pellet,Left,3,5,19,0,0.95,6,nan
4/1/2023 13:29:30,22.62,65.41,1.16.3,Free_feed,14,3.76,nan,0,LeftWithPellet,Left,4,5,19,0,nan,nan,0.23
4/1/2023 13:29:31,22.64,65.43,1.16.3,Free_feed,14,3.76,nan,0,LeftWithPellet,Left,5,5,19,0,nan,nan,0.09
4/1/2023 13:34:44,22.61,65.05,1.16.3,Free_feed,14,3.76,nan,0,RightWithPellet,Left,5,6,19,0,nan,nan,0.47
