MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/22/2023 12:08:53,22.24,61.97,1.16.3,ClosedEcon_PR1,20,4.08,nan,1,Right,Left,0,1,0,0,nan,nan,14.91
4/22/2023 12:10:17,22.31,61.90,1.16.3,ClosedEcon_PR1,20,4.08,nan,1,Right,Left,0,2,0,0,nan,nan,0.26
4/22/2023 12:10:18,22.32,61.88,1.16.3,ClosedEcon_PR1,20,4.09,nan,1,Left,Left,1,2,0,0,nan,nan,0.01
4/22/2023 12:10:19,22.34,61.86,1.16.3,ClosedEcon_PR1,20,4.08,nan,1,LeftDuringDispense,Left,2,2,0,1,nan,nan,0.14
4/22/2023 12:10:20,22.34,61.86,1.16.3,ClosedEcon_PR1,20,4.08,nan,1,LeftDuringDispense,Left,3,2,0,1,nan,nan,0.07
4/22/2023 12:10:23,22.33,61.84,1.16.3,ClosedEcon_PR1,20,4.08,3,1,Pellet,Left,3,2,1,1,0.39,nan,nan
4/22/2023 12:10:34,22.33,61.83,1.16.3,ClosedEcon_PR1,20,4.08,nan,3,Left,Left,4,2,1,1,nan,nan,0.05
4/22/2023 12:10:35,22.33,61.81,1.16.3,ClosedEcon_PR1,20,4.08,nan,3,Left,Left,5,2,1,1,nan,nan,0.41
4/22/2023 12:10:36,22.33,61.80,1.16.3,ClosedEcon_PR1,20,4.09,nan,3,Left,Left,6,2,1,1,nan,nan,0.00
4/22/2023 12:10:38,22.33,61.80,1.16.3,ClosedEcon_PR1,20,4.08,2,3,Pellet,Left,6,2,2,2,0.19,15,nan
4/22/2023 12:10:46,22.32,61.79,1.16.3,ClosedEcon_PR1,20,4.09,nan,5,Left,Left,7,2,2,2,nan,nan,0.35
4/22/2023 12:11:25,22.37,61.76,1.16.3,ClosedEcon_PR1,20,4.08,nan,5,Left,Left,8,2,2,2,nan,nan,0.06
4/22/2023 12:11:26,22.36,61.74,1.16.3,ClosedEcon_PR1,20,4.09,nan,5,Left,Left,9,2,2,2,nan,nan,0.00
4/22/2023 12:11:36,22.36,61.80,1.16.3,ClosedEcon_PR1,20,4.08,nan,5,Left,Left,10,2,2,2,nan,nan,0.03
4/22/2023 12:11:37,22.36,61.77,1.16.3,ClosedEcon_PR1,20,4.09,nan,5,Left,Left,11,2,2,2,nan,nan,0.49
4/22/2023 12:11:38,22.38,61.77,1.16.3,ClosedEcon_PR1,20,4.08,nan,5,LeftDuringDispense,Left,12,2,2,3,nan,nan,0.03
4/22/2023 12:11:38,22.38,61.78,1.16.3,ClosedEcon_PR1,20,4.08,nan,5,LeftWithPellet,Left,13,2,2,3,nan,nan,0.17
4/22/2023 12:11:39,22.38,61.78,1.16.3,ClosedEcon_PR1,20,4.08,nan,5,LeftWithPellet,Left,14,2,2,3,nan,nan,0.41
4/22/2023 12:11:41,22.38,61.75,1.16.3,ClosedEcon_PR1,20,4.08,1,5,Pellet,Left,14,2,3,3,3.25,63,nan
4/22/2023 12:12:04,22.36,61.85,1.16.3,ClosedEcon_PR1,20,4.08,nan,7,Left,Left,15,2,3,3,nan,nan,0.01
4/22/2023 12:12:09,22.38,61.82,1.16.3,ClosedEcon_PR1,20,4.08,nan,7,Right,Left,15,3,3,3,nan,nan,0.25
4/22/2023 12:12:11,22.36,61.81,1.16.3,ClosedEcon_PR1,20,4.08,nan,7,Left,Left,16,3,3,3,nan,nan,0.24
4/22/2023 12:12:14,22.36,61.82,1.16.3,ClosedEcon_PR1,20,4.08,nan,7,Left,Left,17,3,3,3,nan,nan,0.12
4/22/2023 12:12:16,22.37,61.81,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Left,Left,18,3,3,3,nan,nan,0.14
4/22/2023 12:19:06,22.37,61.54,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Left,Left,19,3,3,3,nan,nan,0.08
4/22/2023 12:19:08,22.37,61.56,1.16.3,ClosedEcon_PR1,20,4.08,nan,7,Left,Left,20,3,3,3,nan,nan,0.42
4/22/2023 12:30:51,22.23,60.84,1.16.3,ClosedEcon_PR1,20,4.08,nan,7,Left,Left,21,3,3,3,nan,nan,0.19
4/22/2023 12:30:52,22.26,60.85,1.16.3,ClosedEcon_PR1,20,4.08,nan,7,LeftDuringDispense,Left,22,3,3,4,nan,nan,0.39
4/22/2023 12:31:07,22.24,60.91,1.16.3,ClosedEcon_PR1,20,4.08,2,7,Pellet,Left,22,3,4,4,12.17,1166,nan
4/22/2023 13:23:08,21.96,59.70,1.16.3,ClosedEcon_PR1,20,4.07,nan,1,Left,Left,23,3,4,0,nan,nan,0.05
4/22/2023 13:23:09,21.98,59.68,1.16.3,ClosedEcon_PR1,20,4.08,nan,1,LeftDuringDispense,Left,24,3,4,1,nan,nan,0.21
4/22/2023 13:23:12,21.95,59.68,1.16.3,ClosedEcon_PR1,20,4.08,2,1,Pellet,Left,24,3,5,1,0.46,3125,nan
4/22/2023 13:25:28,21.97,59.89,1.16.3,ClosedEcon_PR1,20,4.08,nan,3,Left,Left,25,3,5,1,nan,nan,0.03
4/22/2023 13:25:33,21.96,59.90,1.16.3,ClosedEcon_PR1,20,4.08,nan,3,Left,Left,26,3,5,1,nan,nan,0.00
4/22/2023 13:55:33,21.90,61.08,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,27,3,5,1,nan,nan,0.17
4/22/2023 13:55:34,21.91,61.08,1.16.3,ClosedEcon_PR1,20,4.08,1,3,Pellet,Left,27,3,6,2,0.26,1942,nan
4/22/2023 16:20:25,21.71,61.90,1.16.3,ClosedEcon_PR1,20,4.07,nan,1,Left,Left,28,3,6,0,nan,nan,0.18
4/22/2023 16:20:27,21.71,61.87,1.16.3,ClosedEcon_PR1,20,4.07,nan,1,LeftWithPellet,Left,29,3,6,1,nan,nan,0.03
4/22/2023 16:20:28,21.70,61.87,1.16.3,ClosedEcon_PR1,20,4.07,1,1,Pellet,Left,29,3,7,1,2.75,8694,nan
4/22/2023 16:23:47,21.72,61.78,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,30,3,7,1,nan,nan,0.01
4/22/2023 16:23:50,21.71,61.79,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,31,3,7,1,nan,nan,0.02
4/22/2023 16:23:53,21.71,61.78,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Right,Left,31,4,7,1,nan,nan,0.93
4/22/2023 16:23:56,21.73,61.78,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,32,4,7,1,nan,nan,0.27
4/22/2023 16:23:57,21.72,61.76,1.16.3,ClosedEcon_PR1,20,4.07,2,3,Pellet,Left,32,4,8,2,0.13,209,nan
4/22/2023 16:24:22,21.72,61.83,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,33,4,8,2,nan,nan,0.08
4/22/2023 16:24:24,21.72,61.78,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,34,4,8,2,nan,nan,0.11
4/22/2023 16:24:26,21.72,61.77,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,35,4,8,2,nan,nan,0.07
4/22/2023 16:24:27,21.71,61.77,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,36,4,8,2,nan,nan,0.09
4/22/2023 16:24:33,21.73,61.78,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Right,Left,36,5,8,2,nan,nan,0.34
4/22/2023 16:24:35,21.73,61.77,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,37,5,8,2,nan,nan,0.06
4/22/2023 16:24:35,21.75,61.78,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,LeftDuringDispense,Left,38,5,8,3,nan,nan,0.24
4/22/2023 16:24:36,21.74,61.74,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,LeftDuringDispense,Left,39,5,8,3,nan,nan,0.03
4/22/2023 16:24:38,21.73,61.75,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,LeftDuringDispense,Left,40,5,8,3,nan,nan,0.04
4/22/2023 16:24:43,21.74,61.79,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,LeftWithPellet,Left,41,5,8,3,nan,nan,0.43
4/22/2023 16:24:44,21.74,61.77,1.16.3,ClosedEcon_PR1,20,4.07,3,5,Pellet,Left,41,5,9,3,3.41,47,nan
4/22/2023 16:25:23,21.75,61.83,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Left,Left,42,5,9,3,nan,nan,0.09
4/22/2023 16:25:28,21.75,61.82,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Left,Left,43,5,9,3,nan,nan,0.09
4/22/2023 17:54:23,21.69,61.58,1.16.3,ClosedEcon_PR1,20,4.07,nan,1,Left,Left,44,5,9,0,nan,nan,0.16
4/22/2023 17:54:53,21.71,61.65,1.16.3,ClosedEcon_PR1,20,4.07,1,1,Pellet,Left,44,5,10,1,28.63,5409,nan
4/22/2023 18:05:50,21.72,62.09,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,45,5,10,1,nan,nan,0.04
4/22/2023 18:05:55,21.72,62.06,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,46,5,10,1,nan,nan,0.35
4/22/2023 18:05:57,21.71,62.10,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,47,5,10,1,nan,nan,0.15
4/22/2023 18:05:59,21.72,62.08,1.16.3,ClosedEcon_PR1,20,4.07,1,3,Pellet,Left,47,5,11,2,0.46,666,nan
4/22/2023 19:07:03,21.71,62.62,1.16.3,ClosedEcon_PR1,20,4.07,nan,1,Right,Left,47,6,11,0,nan,nan,0.69
4/22/2023 19:07:44,21.72,62.69,1.16.3,ClosedEcon_PR1,20,4.07,nan,1,Left,Left,48,6,11,0,nan,nan,0.35
4/22/2023 19:07:45,21.71,62.69,1.16.3,ClosedEcon_PR1,20,4.07,2,1,Pellet,Left,48,6,12,1,0.19,3706,nan
4/22/2023 19:34:30,21.74,62.50,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,49,6,12,1,nan,nan,0.12
4/22/2023 19:34:32,21.76,62.49,1.16.3,ClosedEcon_PR1,20,4.06,nan,3,Left,Left,50,6,12,1,nan,nan,0.28
4/22/2023 19:34:33,21.75,62.47,1.16.3,ClosedEcon_PR1,20,4.07,nan,3,Left,Left,51,6,12,1,nan,nan,0.20
4/22/2023 19:34:34,21.75,62.44,1.16.3,ClosedEcon_PR1,20,4.07,1,3,Pellet,Left,51,6,13,2,0.19,1609,nan
4/22/2023 19:34:56,21.74,62.48,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,52,6,13,2,nan,nan,0.10
4/22/2023 19:35:03,21.74,62.50,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,53,6,13,2,nan,nan,0.04
4/22/2023 19:37:39,21.74,62.48,1.16.3,ClosedEcon_PR1,20,4.06,nan,5,Left,Left,54,6,13,2,nan,nan,0.09
4/22/2023 19:37:39,21.74,62.50,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,55,6,13,2,nan,nan,0.00
4/22/2023 19:37:42,21.76,62.47,1.16.3,ClosedEcon_PR1,20,4.07,nan,5,Left,Left,56,6,13,2,nan,nan,0.19
4/22/2023 19:37:43,21.75,62.48,1.16.3,ClosedEcon_PR1,20,4.07,1,5,Pellet,Left,56,6,14,3,0.39,189,nan
4/22/2023 19:38:02,21.76,62.51,1.16.3,ClosedEcon_PR1,20,4.06,nan,7,Left,Left,57,6,14,3,nan,nan,0.07
4/22/2023 19:38:06,21.76,62.50,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Left,Left,58,6,14,3,nan,nan,0.02
4/22/2023 19:41:19,21.76,62.35,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Left,Left,59,6,14,3,nan,nan,0.12
4/22/2023 19:53:37,21.76,61.86,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Left,Left,60,6,14,3,nan,nan,0.07
4/22/2023 20:04:20,21.74,62.11,1.16.3,ClosedEcon_PR1,20,4.06,nan,7,Right,Left,60,7,14,3,nan,nan,0.37
4/22/2023 20:04:27,21.73,62.11,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Right,Left,60,8,14,3,nan,nan,0.05
4/22/2023 20:04:30,21.74,62.12,1.16.3,ClosedEcon_PR1,20,4.07,nan,7,Left,Left,61,8,14,3,nan,nan,0.17
4/22/2023 20:04:35,21.74,62.11,1.16.3,ClosedEcon_PR1,20,4.06,nan,7,Left,Left,62,8,14,3,nan,nan,0.02
4/22/2023 20:04:55,21.74,62.13,1.16.3,ClosedEcon_PR1,20,4.06,nan,7,Left,Left,63,8,14,3,nan,nan,0.02
4/22/2023 20:04:56,21.74,62.13,1.16.3,ClosedEcon_PR1,20,4.07,1,7,Pellet,Left,63,8,15,4,0.33,1633,nan
4/22/2023 20:11:50,21.74,62.20,1.16.3,ClosedEcon_PR1,20,4.06,nan,9,Left,Left,64,8,15,4,nan,nan,0.04
4/22/2023 20:11:54,21.74,62.19,1.16.3,ClosedEcon_PR1,20,4.06,nan,9,Left,Left,65,8,15,4,nan,nan,0.13
4/22/2023 20:11:57,21.75,62.18,1.16.3,ClosedEcon_PR1,20,4.07,nan,9,Left,Left,66,8,15,4,nan,nan,0.07
4/22/2023 20:11:59,21.74,62.16,1.16.3,ClosedEcon_PR1,20,4.06,nan,9,Left,Left,67,8,15,4,nan,nan,0.09
4/22/2023 20:12:09,21.74,62.22,1.16.3,ClosedEcon_PR1,20,4.07,nan,9,Left,Left,68,8,15,4,nan,nan,0.07
4/22/2023 20:12:15,21.75,62.23,1.16.3,ClosedEcon_PR1,20,4.06,nan,9,Left,Left,69,8,15,4,nan,nan,0.01
4/22/2023 20:17:48,21.75,62.30,1.16.3,ClosedEcon_PR1,20,4.06,nan,9,Left,Left,70,8,15,4,nan,nan,0.12
4/22/2023 20:17:51,21.75,62.34,1.16.3,ClosedEcon_PR1,20,4.07,nan,9,Left,Left,71,8,15,4,nan,nan,0.06
4/22/2023 20:17:55,21.74,62.34,1.16.3,ClosedEcon_PR1,20,4.06,nan,9,Right,Left,71,9,15,4,nan,nan,0.44
4/22/2023 20:27:19,21.72,61.49,1.16.3,ClosedEcon_PR1,20,4.06,nan,9,Right,Left,71,10,15,4,nan,nan,0.19
4/22/2023 20:27:21,21.74,61.49,1.16.3,ClosedEcon_PR1,20,4.07,nan,9,Left,Left,72,10,15,4,nan,nan,0.27
4/22/2023 20:27:23,21.73,61.45,1.16.3,ClosedEcon_PR1,20,4.07,1,9,Pellet,Left,72,10,16,5,1.05,1347,nan
