MM:DD:YYYY hh:mm:ss,New Column 1,New Column 2,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/10/2023 9:51:58,,,1.16.3,FR1,5,3.78,,1,Right,Left,0,1,0,0,,,12.86
4/10/2023 9:59:33,,,1.16.3,FR1,5,3.77,,1,Right,Left,0,2,0,0,,,0.27
4/10/2023 10:00:54,,,1.16.3,FR1,5,3.78,,1,Left,Left,1,2,0,0,,,0.36
4/10/2023 10:05:36,,,1.16.3,FR1,5,3.78,,1,LeftWithPellet,Left,2,2,0,0,,,0.37
4/10/2023 10:07:23,,,1.16.3,FR1,5,3.78,,1,LeftWithPellet,Left,3,2,0,0,,,0.19
4/10/2023 10:07:32,,,1.16.3,FR1,5,3.78,,1,LeftWithPellet,Left,4,2,0,0,,,0.11
4/10/2023 10:16:06,,,1.16.3,FR1,5,3.78,,1,RightWithPellet,Left,4,3,0,0,,,0.52
4/10/2023 10:32:08,,,1.16.3,FR1,5,3.77,,1,LeftWithPellet,Left,5,3,0,0,,,0.57
4/10/2023 10:32:09,,,1.16.3,FR1,5,3.78,,1,LeftWithPellet,Left,6,3,0,0,,,0.84
4/10/2023 10:32:13,,,1.16.3,FR1,5,3.77,,1,LeftWithPellet,Left,7,3,0,0,,,0.29
4/10/2023 10:32:16,,,1.16.3,FR1,5,3.77,,1,RightWithPellet,Left,7,4,0,0,,,0.02
4/10/2023 10:32:35,,,1.16.3,FR1,5,3.77,,1,LeftWithPellet,Left,8,4,0,0,,,0.24
4/10/2023 10:33:02,,,1.16.3,FR1,5,3.78,,1,RightWithPellet,Left,8,5,0,0,,,0.3
4/10/2023 10:33:10,,,1.16.3,FR1,5,3.77,,1,RightWithPellet,Left,8,6,0,0,,,0.2
4/10/2023 10:33:43,,,1.16.3,FR1,5,3.77,,1,LeftWithPellet,Left,9,6,0,0,,,0.14
4/10/2023 10:33:57,,,1.16.3,FR1,5,3.78,2.0,1,Pellet,Left,9,6,1,0,Timed_out,,
4/10/2023 10:38:17,,,1.16.3,FR1,5,3.78,,1,Right,Left,9,7,1,0,,,0.13
4/10/2023 10:50:07,,,1.16.3,FR1,5,3.77,,1,Left,Left,10,7,1,0,,,0.24
4/10/2023 10:50:08,,,1.16.3,FR1,5,3.77,1.0,1,Pellet,Left,10,7,2,0,0.54,971.0,
4/10/2023 10:50:24,,,1.16.3,FR1,5,3.77,,1,Left,Left,11,7,2,0,,,0.17
4/10/2023 10:50:26,,,1.16.3,FR1,5,3.78,2.0,1,Pellet,Left,11,7,3,0,0.13,18.0,
4/10/2023 11:01:33,,,1.16.3,FR1,5,3.77,,1,Right,Left,11,8,3,0,,,0.66
4/10/2023 11:02:40,,,1.16.3,FR1,5,3.78,,1,Left,Left,12,8,3,0,,,0.0
4/10/2023 11:02:42,,,1.16.3,FR1,5,3.77,1.0,1,Pellet,Left,12,8,4,0,1.83,736.0,
4/10/2023 11:04:12,,,1.16.3,FR1,5,3.78,,1,Right,Left,12,9,4,0,,,0.12
4/10/2023 11:08:40,,,1.16.3,FR1,5,3.77,,1,Left,Left,13,9,4,0,,,0.33
4/10/2023 11:08:41,,,1.16.3,FR1,5,3.77,2.0,1,Pellet,Left,13,9,5,0,0.20,359.0,
4/10/2023 11:26:27,,,1.16.3,FR1,5,3.77,,1,Left,Left,14,9,5,0,,,0.1
4/10/2023 11:26:27,,,1.16.3,FR1,5,3.77,,1,LeftDuringDispense,Left,15,9,5,0,,,0.13
4/10/2023 11:40:31,,,1.16.3,FR1,5,3.78,,1,LeftWithPellet,Left,16,9,5,0,,,0.04
4/10/2023 11:40:41,,,1.16.3,FR1,5,3.78,,1,RightWithPellet,Left,16,10,5,0,,,0.08
4/10/2023 11:40:42,,,1.16.3,FR1,5,3.77,2.0,1,Pellet,Left,16,10,6,0,Timed_out,1921.0,
4/10/2023 11:40:57,,,1.16.3,FR1,5,3.78,,1,Left,Left,17,10,6,0,,,0.17
4/10/2023 11:40:58,,,1.16.3,FR1,5,3.77,1.0,1,Pellet,Left,17,10,7,0,0.20,15.0,
4/10/2023 11:41:39,,,1.16.3,FR1,5,3.77,,1,Right,Left,17,11,7,0,,,0.11
4/10/2023 11:57:37,,,1.16.3,FR1,5,3.81,,1,Left,Left,18,11,7,0,,,0.21
4/10/2023 11:57:39,,,1.16.3,FR1,5,3.82,2.0,1,Pellet,Left,18,11,8,0,0.40,1002.0,
4/10/2023 11:58:01,,,1.16.3,FR1,5,3.82,,1,Left,Left,19,11,8,0,,,0.16
4/10/2023 11:58:03,,,1.16.3,FR1,5,3.81,1.0,1,Pellet,Left,19,11,9,0,0.47,24.0,
4/10/2023 11:58:21,,,1.16.3,FR1,5,3.82,,1,Left,Left,20,11,9,0,,,0.07
4/10/2023 12:03:39,,,1.16.3,FR1,5,3.82,,1,LeftWithPellet,Left,21,11,9,0,,,0.77
4/10/2023 12:05:15,,,1.16.3,FR1,5,3.82,,1,RightWithPellet,Left,21,12,9,0,,,0.0
4/10/2023 12:16:47,,,1.16.3,FR1,5,3.83,,1,LeftWithPellet,Left,22,12,9,0,,,0.23
4/10/2023 12:28:26,,,1.16.3,FR1,5,3.84,1.0,1,Pellet,Left,22,12,10,0,Timed_out,1823.0,
4/10/2023 12:32:32,,,1.16.3,FR1,5,3.85,,1,Left,Left,23,12,10,0,,,0.01
4/10/2023 12:32:34,,,1.16.3,FR1,5,3.85,2.0,1,Pellet,Left,23,12,11,0,0.40,248.0,
4/10/2023 12:32:46,,,1.16.3,FR1,5,3.85,,1,Left,Left,24,12,11,0,,,0.03
4/10/2023 12:32:48,,,1.16.3,FR1,5,3.84,1.0,1,Pellet,Left,24,12,12,0,0.95,14.0,
4/10/2023 12:32:50,,,1.16.3,FR1,5,3.84,,1,LeftinTimeOut,Left,25,12,12,0,,,
4/10/2023 12:35:38,,,1.16.3,FR1,5,3.84,,1,Right,Left,25,13,12,0,,,0.58
4/10/2023 12:46:10,,,1.16.3,FR1,5,3.85,,1,Left,Left,26,13,12,0,,,0.14
4/10/2023 12:46:14,,,1.16.3,FR1,5,3.85,1.0,1,Pellet,Left,26,13,13,0,3.55,806.0,
4/10/2023 17:01:55,,,1.16.3,FR1,5,4.0,,1,Left,Left,27,13,13,0,,,0.21
4/10/2023 17:02:19,,,1.16.3,FR1,5,4.0,1.0,1,Pellet,Left,27,13,14,0,23.52,15365.0,
4/10/2023 17:04:36,,,1.16.3,FR1,5,4.01,,1,Left,Left,28,13,14,0,,,0.0
4/10/2023 17:04:38,,,1.16.3,FR1,5,4.0,1.0,1,Pellet,Left,28,13,15,0,0.88,138.0,
4/10/2023 17:11:12,,,1.16.3,FR1,5,4.01,,1,Left,Left,29,13,15,0,,,0.29
4/10/2023 17:11:13,,,1.16.3,FR1,5,4.0,1.0,1,Pellet,Left,29,13,16,0,0.54,396.0,
4/10/2023 18:45:01,,,1.16.3,FR1,5,4.06,,1,Right,Left,29,14,16,0,,,0.04
4/10/2023 18:45:21,,,1.16.3,FR1,5,4.06,,1,Left,Left,30,14,16,0,,,0.43
4/10/2023 18:45:23,,,1.16.3,FR1,5,4.06,1.0,1,Pellet,Left,30,14,17,0,0.61,5650.0,
4/10/2023 18:56:23,,,1.16.3,FR1,5,4.07,,1,Left,Left,31,14,17,0,,,0.04
4/10/2023 18:56:24,,,1.16.3,FR1,5,4.07,1.0,1,Pellet,Left,31,14,18,0,0.20,661.0,
4/10/2023 18:57:21,,,1.16.3,FR1,5,4.07,,1,Left,Left,32,14,18,0,,,0.15
4/10/2023 18:57:41,,,1.16.3,FR1,5,4.07,1.0,1,Pellet,Left,32,14,19,0,18.66,77.0,
4/10/2023 19:38:29,,,1.16.3,FR1,5,4.09,,1,Left,Left,33,14,19,0,,,0.11
4/10/2023 19:38:40,,,1.16.3,FR1,5,4.1,1.0,1,Pellet,Left,33,14,20,0,9.49,2459.0,
4/10/2023 19:46:28,,,1.16.3,FR1,5,4.1,,1,Left,Left,34,14,20,0,,,0.01
4/10/2023 19:46:29,,,1.16.3,FR1,5,4.1,2.0,1,Pellet,Left,34,14,21,0,0.13,469.0,
4/10/2023 19:53:05,,,1.16.3,FR1,5,4.11,,1,Left,Left,35,14,21,0,,,0.8
4/10/2023 19:53:06,,,1.16.3,FR1,5,4.11,1.0,1,Pellet,Left,35,14,22,0,0.40,397.0,
4/10/2023 20:04:28,,,1.16.3,FR1,5,4.11,,1,Right,Left,35,15,22,0,,,0.75
4/10/2023 20:15:49,,,1.16.3,FR1,5,4.12,,1,Left,Left,36,15,22,0,,,0.86
4/10/2023 20:15:53,,,1.16.3,FR1,5,4.12,2.0,1,Pellet,Left,36,15,23,0,0.68,1367.0,
4/10/2023 20:16:03,,,1.16.3,FR1,5,4.12,,1,Left,Left,37,15,23,0,,,0.24
