MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/20/2023 10:25:43,22.19,64.91,1.16.3,FR1,0,3.79,nan,1,Right,Left,0,1,0,0,nan,nan,13.63
4/20/2023 10:27:15,22.26,64.90,1.16.3,FR1,0,3.79,nan,1,Right,Left,0,2,0,0,nan,nan,0.09
4/20/2023 10:33:48,22.34,64.36,1.16.3,FR1,0,3.79,nan,1,Left,Left,1,2,0,0,nan,nan,0.26
4/20/2023 10:33:50,22.33,64.36,1.16.3,FR1,0,3.79,2,1,Pellet,Left,1,2,1,0,0.20,nan,nan
4/20/2023 10:39:42,22.36,64.34,1.16.3,FR1,0,3.79,nan,1,Right,Left,1,3,1,0,nan,nan,0.34
4/20/2023 10:40:41,22.38,64.32,1.16.3,FR1,0,3.79,nan,1,Left,Left,2,3,1,0,nan,nan,0.31
4/20/2023 10:40:49,22.38,64.34,1.16.3,FR1,0,3.79,nan,1,LeftWithPellet,Left,3,3,1,0,nan,nan,0.13
4/20/2023 10:40:50,22.39,64.32,1.16.3,FR1,0,3.79,1,1,Pellet,Left,3,3,2,0,7.48,420,nan
4/20/2023 10:44:45,22.40,64.40,1.16.3,FR1,0,3.79,nan,1,Left,Left,4,3,2,0,nan,nan,0.51
4/20/2023 10:44:51,22.40,64.38,1.16.3,FR1,0,3.79,nan,1,RightWithPellet,Left,4,4,2,0,nan,nan,0.48
4/20/2023 10:44:56,22.40,64.39,1.16.3,FR1,0,3.79,nan,1,RightWithPellet,Left,4,5,2,0,nan,nan,0.78
4/20/2023 10:47:01,22.43,64.31,1.16.3,FR1,0,3.79,1,1,Pellet,Left,4,5,3,0,Timed_out,371,nan
4/20/2023 10:47:08,22.42,64.29,1.16.3,FR1,0,3.79,nan,1,Left,Left,5,5,3,0,nan,nan,0.38
4/20/2023 10:47:08,22.45,64.26,1.16.3,FR1,0,3.79,nan,1,LeftDuringDispense,Left,6,5,3,0,nan,nan,0.07
4/20/2023 10:47:15,22.44,64.22,1.16.3,FR1,0,3.78,nan,1,RightWithPellet,Left,6,6,3,0,nan,nan,0.78
4/20/2023 10:47:23,22.45,64.25,1.16.3,FR1,0,3.78,nan,1,RightWithPellet,Left,6,7,3,0,nan,nan,0.26
4/20/2023 10:51:21,22.47,63.99,1.16.3,FR1,0,3.78,2,1,Pellet,Left,6,7,4,0,Timed_out,259,nan
4/20/2023 11:02:48,22.77,63.48,1.16.3,FR1,0,3.82,nan,1,Left,Left,7,7,4,0,nan,nan,0.19
