MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/20/2023 10:23:42,22.05,65.68,1.16.3,FR1,11,3.72,nan,1,Right,Left,0,1,0,0,nan,nan,12.32
4/20/2023 10:25:04,22.15,65.56,1.16.3,FR1,11,3.72,nan,1,Left,Left,1,1,0,0,nan,nan,0.04
4/20/2023 10:25:59,22.21,65.20,1.16.3,FR1,11,3.72,1,1,Pellet,Left,1,1,1,0,53.81,nan,nan
4/20/2023 10:29:13,22.27,64.47,1.16.3,FR1,11,3.72,nan,1,Right,Left,1,2,1,0,nan,nan,0.16
4/20/2023 10:30:15,22.29,64.68,1.16.3,FR1,11,3.72,nan,1,Left,Left,2,2,1,0,nan,nan,0.91
4/20/2023 10:30:18,22.27,64.70,1.16.3,FR1,11,3.71,nan,1,LeftWithPellet,Left,3,2,1,0,nan,nan,0.15
4/20/2023 10:30:41,22.29,64.71,1.16.3,FR1,11,3.72,nan,1,RightWithPellet,Left,3,3,1,0,nan,nan,0.19
4/20/2023 10:33:05,22.35,64.64,1.16.3,FR1,11,3.71,nan,1,RightWithPellet,Left,3,4,1,0,nan,nan,0.37
4/20/2023 10:33:15,22.37,64.72,1.16.3,FR1,11,3.71,1,1,Pellet,Left,3,4,2,0,Timed_out,436,nan
4/20/2023 10:48:05,22.29,64.67,1.16.3,FR1,11,3.72,nan,1,Left,Left,4,4,2,0,nan,nan,0.09
4/20/2023 10:48:07,22.29,64.69,1.16.3,FR1,11,3.71,2,1,Pellet,Left,4,4,3,0,0.06,892,nan
4/20/2023 10:53:50,22.26,64.25,1.16.3,FR1,11,3.71,nan,1,Left,Left,5,4,3,0,nan,nan,0.17
4/20/2023 10:53:51,22.26,64.25,1.16.3,FR1,11,3.71,nan,1,LeftDuringDispense,Left,6,4,3,0,nan,nan,0.30
4/20/2023 10:54:04,22.25,64.28,1.16.3,FR1,11,3.71,2,1,Pellet,Left,6,4,4,0,10.51,357,nan
4/20/2023 10:54:22,22.25,64.25,1.16.3,FR1,11,3.71,nan,1,Left,Left,7,4,4,0,nan,nan,0.23
4/20/2023 10:59:00,22.29,64.18,1.16.3,FR1,11,3.71,nan,1,LeftWithPellet,Left,8,4,4,0,nan,nan,0.07
4/20/2023 10:59:42,22.30,64.34,1.16.3,FR1,11,3.71,1,1,Pellet,Left,8,4,5,0,Timed_out,338,nan
4/20/2023 11:05:56,23.13,63.07,1.16.3,FR1,11,3.75,nan,1,Left,Left,9,4,5,0,nan,nan,0.20
4/20/2023 11:05:57,23.14,63.04,1.16.3,FR1,11,3.74,2,1,Pellet,Left,9,4,6,0,0.06,375,nan
4/20/2023 11:06:15,23.23,62.93,1.16.3,FR1,11,3.74,nan,1,Left,Left,10,4,6,0,nan,nan,0.14
4/20/2023 11:06:18,23.24,62.86,1.16.3,FR1,11,3.75,3,1,Pellet,Left,10,4,7,0,0.40,21,nan
4/20/2023 11:10:39,24.02,59.67,1.16.3,FR1,11,3.76,nan,1,Right,Left,10,5,7,0,nan,nan,0.23
4/20/2023 11:16:41,24.43,58.02,1.16.3,FR1,11,3.76,nan,1,Left,Left,11,5,7,0,nan,nan,0.13
4/20/2023 11:29:29,24.64,56.88,1.16.3,FR1,11,3.78,nan,1,LeftWithPellet,Left,12,5,7,0,nan,nan,0.09
4/20/2023 11:29:31,24.66,56.86,1.16.3,FR1,11,3.77,nan,1,LeftWithPellet,Left,13,5,7,0,nan,nan,0.26
4/20/2023 11:29:32,24.66,56.84,1.16.3,FR1,11,3.78,nan,1,LeftWithPellet,Left,14,5,7,0,nan,nan,0.10
4/20/2023 11:35:57,24.74,56.42,1.16.3,FR1,11,3.78,2,1,Pellet,Left,14,5,8,0,Timed_out,1779,nan
4/20/2023 11:36:18,24.75,56.49,1.16.3,FR1,11,3.78,nan,1,Left,Left,15,5,8,0,nan,nan,0.03
4/20/2023 11:36:20,24.73,56.46,1.16.3,FR1,11,3.78,2,1,Pellet,Left,15,5,9,0,0.88,23,nan
4/20/2023 11:41:56,24.77,56.33,1.16.3,FR1,11,3.78,nan,1,Left,Left,16,5,9,0,nan,nan,0.05
4/20/2023 11:41:57,24.77,56.28,1.16.3,FR1,11,3.78,1,1,Pellet,Left,16,5,10,0,0.34,337,nan
4/20/2023 11:42:19,24.77,56.24,1.16.3,FR1,11,3.79,nan,1,Left,Left,17,5,10,0,nan,nan,0.02
4/20/2023 11:42:21,24.78,56.26,1.16.3,FR1,11,3.78,2,1,Pellet,Left,17,5,11,0,0.47,24,nan
4/20/2023 13:06:22,24.65,56.61,1.16.3,FR1,11,3.83,nan,1,Left,Left,18,5,11,0,nan,nan,0.04
4/20/2023 13:06:35,24.66,56.61,1.16.3,FR1,11,3.83,2,1,Pellet,Left,18,5,12,0,9.76,5054,nan
4/20/2023 13:07:16,24.67,56.58,1.16.3,FR1,11,3.83,nan,1,Left,Left,19,5,12,0,nan,nan,0.19
4/20/2023 13:07:18,24.67,56.57,1.16.3,FR1,11,3.84,1,1,Pellet,Left,19,5,13,0,0.40,43,nan
4/20/2023 13:07:42,24.67,56.60,1.16.3,FR1,11,3.84,nan,1,Left,Left,20,5,13,0,nan,nan,0.02
