Variable,FED001_041523_00.CSV,FED001_041623_00.CSV,FED003_041523_00.CSV,FED003_041623_00.CSV,FED005_041523_00.CSV,FED005_041623_00.CSV,FED007_041523_00.CSV,FED007_041623_00.CSV,FED009_041523_00.CSV,FED009_041623_00.CSV,Average,STD
Pellets Taken,135.0,164.0,174.0,181.0,178.0,193.0,173.0,213.0,184.0,161.0,175.6,20.581545131500697
Pellets Taken (Night),72.0,98.0,123.0,93.0,117.0,108.0,90.0,130.0,105.0,89.0,102.5,17.646214576755234
Pellets Taken (Day),63.0,66.0,51.0,88.0,61.0,85.0,83.0,83.0,79.0,72.0,73.1,12.395787815042478
Pellets per Hour,6.07598734794404,7.09436320159575,7.51583797273949,7.836722912432198,7.876203001511818,8.400739961551018,7.495306407355702,9.26859339304493,7.973229976648451,7.162629757785467,7.669961393260887,0.8456219763599849
Pellets per Hour (Night),6.01811005340144,8.281106964298289,10.096219617857631,7.3326178847543755,9.682758620689654,8.66464610447495,7.650350641071049,9.799815729960633,8.72233887901793,7.885410513880685,8.413337500940663,1.2608591482349478
Pellets per Hour (Day),6.143511119538424,5.8496233197104734,4.649749278225194,8.450704225352112,5.8004701656145174,8.087749438350732,7.334135146412705,8.543245175125088,7.156337283913339,6.433677521842733,6.844920267408531,1.2869062300897893
Number of Meals,85.0,105.0,64.0,123.0,105.0,113.0,88.0,90.0,51.0,72.0,89.6,22.648031555376583
Number of Meals (Night),42.0,64.0,37.0,59.0,74.0,59.0,46.0,53.0,26.0,34.0,49.4,14.982953276603679
Number of Meals (Day),44.0,41.0,27.0,64.0,31.0,54.0,42.0,38.0,25.0,38.0,40.4,11.899579824514813
Average Pellets per Meal,1.576470588235294,1.5523809523809524,2.703125,1.4634146341463414,1.6857142857142857,1.6991150442477876,1.9545454545454546,2.3555555555555556,3.588235294117647,2.2222222222222223,2.080077903116554,0.6656317876307313
Average Pellets per Meal (Night),1.7142857142857142,1.53125,3.324324324324324,1.576271186440678,1.5810810810810811,1.8305084745762712,1.9565217391304348,2.4716981132075473,4.038461538461538,2.6176470588235294,2.2642049230331116,0.8499752326783911
Average Pellets per Meal (Day),1.4318181818181819,1.5853658536585367,1.8518518518518519,1.359375,1.935483870967742,1.5555555555555556,1.9523809523809523,2.1578947368421053,3.12,1.868421052631579,1.8818147055706504,0.5042075428242618
% Pellets within Meals,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Night),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Day),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Total Pokes,212.0,213.0,216.0,281.0,240.0,275.0,255.0,280.0,200.0,215.0,238.7,31.672104796211794
Total Pokes (Night),102.0,122.0,137.0,136.0,154.0,147.0,126.0,155.0,113.0,107.0,129.9,19.023085390592605
Total Pokes (Day),109.0,90.0,78.0,144.0,85.0,127.0,128.0,124.0,86.0,107.0,107.8,22.488515587591223
Correct Pokes (%),0.008066037735849057,0.00868544600938967,0.008657407407407407,0.0076868327402135235,0.008541666666666666,0.008254545454545455,0.007294117647058823,0.00825,0.0093,0.007906976744186046,0.008264303040531665,0.0005699428687198289
Correct Pokes (%) (Night),82.35294117647058,86.88524590163934,93.43065693430657,83.08823529411765,86.36363636363636,86.39455782312925,74.60317460317461,87.09677419354838,93.80530973451327,85.98130841121495,86.00018404357509,5.478030806706216
Correct Pokes (%) (Day),80.73394495412845,90.0,78.2051282051282,72.91666666666666,87.05882352941177,80.31496062992126,72.65625,78.2258064516129,94.18604651162791,74.76635514018692,80.9063982088684,7.313289613304169
Recording Duration (Hours),22.218611111111112,23.116944444444446,23.15111111111111,23.09638888888889,22.599722222222223,22.974166666666665,23.08111111111111,22.980833333333333,23.077222222222222,22.477777777777778,22.87738888888889,0.3253289777418744
Battery Change (V),-0.04999999999999938,-0.040000000000000036,-0.040000000000000036,-0.029999999999999805,-0.040000000000000036,-0.040000000000000036,-0.04999999999999982,-0.040000000000000036,-0.050000000000000266,-0.029999999999999805,-0.040999999999999925,0.007378647873726208
Battery Rate (V/hour),-0.0022503656844236907,-0.0017303324881940872,-0.0017277788443079301,-0.0012989043501268752,-0.0017699332587667023,-0.001741086002393995,-0.0021662735281374784,-0.0017405809188816782,-0.0021666385806110035,-0.0013346515076618796,-0.0017926545163505319,0.00032600116854422694
Motor Turns (Mean),1.488888888888889,1.4939024390243902,1.8333333333333333,2.0552486187845305,1.8258426966292134,1.5025906735751295,1.3583815028901733,1.516431924882629,1.391304347826087,1.6770186335403727,1.614294305937475,0.2257326875244507
Motor Turns (Median),1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.4,0.5163977794943223
Motor Turns Above 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
