Variable,FED000_041323_00.CSV,FED000_041423_00.CSV,FED011_041323_00.CSV,FED011_041423_00.CSV,FED015_041323_00.CSV,FED015_041423_00.CSV,FED017_041323_00.CSV,FED017_041423_00.CSV,FED019_041323_00.CSV,FED019_041423_00.CSV,Average,STD
Pellets Taken,160.0,150.0,137.0,146.0,113.0,108.0,145.0,128.0,164.0,142.0,139.3,18.385078490751983
Pellets Taken (Night),105.0,125.0,78.0,91.0,83.0,64.0,85.0,80.0,99.0,77.0,88.7,17.250120772524077
Pellets Taken (Day),55.0,25.0,59.0,55.0,30.0,44.0,60.0,48.0,65.0,65.0,50.6,13.91402170474087
Pellets per Hour,7.197121151539384,6.333716484083605,6.060159245060454,6.1601931506528205,5.00572187972978,4.843954401046533,6.439197690770483,5.419964949011398,7.262796619551979,6.036131774707758,6.075895734615419,0.8142120652592063
Pellets per Hour (Night),8.637236084452976,10.635532131124295,6.440662415707143,7.636719660590238,7.103968046408788,5.590604678249053,7.018670581219323,6.861063464837049,8.351689553358016,6.732567459257281,7.500871407520417,1.4151021146860716
Pellets per Hour (Day),5.459358111834124,2.0956062123081938,5.621129518869422,4.66716952668301,2.754680406060297,4.056026425626713,5.764919397886196,4.014590061101688,6.059507470803014,5.377208906863984,4.587019603803664,1.3412716328062553
Number of Meals,94.0,69.0,59.0,80.0,73.0,79.0,79.0,57.0,84.0,77.0,75.1,11.169900029394475
Number of Meals (Night),56.0,49.0,29.0,49.0,51.0,46.0,40.0,35.0,50.0,41.0,44.6,8.235424835563872
Number of Meals (Day),38.0,20.0,30.0,31.0,22.0,33.0,40.0,22.0,34.0,36.0,30.6,7.074209810603899
Average Pellets per Meal,1.6914893617021276,2.1594202898550723,2.305084745762712,1.8125,1.5342465753424657,1.3544303797468353,1.8227848101265822,2.2280701754385963,1.9404761904761905,1.8311688311688312,1.8679671359619412,0.3025180409838276
Average Pellets per Meal (Night),1.875,2.5510204081632653,2.689655172413793,1.8571428571428572,1.6274509803921569,1.391304347826087,2.15,2.2857142857142856,1.98,1.8780487804878048,2.0285336832140253,0.39942279486573
Average Pellets per Meal (Day),1.4210526315789473,1.2,1.9333333333333333,1.7419354838709677,1.3181818181818181,1.303030303030303,1.475,2.1363636363636362,1.8823529411764706,1.7777777777777777,1.6189027925313255,0.31657145205400034
% Pellets within Meals,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Night),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Day),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Total Pokes,221.0,211.0,175.0,182.0,173.0,151.0,212.0,160.0,234.0,185.0,190.4,27.576963010616105
Total Pokes (Night),128.0,162.0,93.0,99.0,96.0,79.0,112.0,92.0,136.0,99.0,109.6,25.206701049081726
Total Pokes (Day),92.0,48.0,81.0,82.0,76.0,71.0,99.0,67.0,97.0,85.0,79.8,15.324635214074247
Correct Pokes (%),0.008190045248868778,0.00933649289099526,0.008628571428571428,0.00901098901098901,0.00791907514450867,0.008874172185430464,0.007688679245283019,0.009125,0.00905982905982906,0.00891891891891892,0.008675177313339461,0.0005559584607696058
Correct Pokes (%) (Night),88.28125,98.76543209876543,88.17204301075269,95.95959595959596,88.54166666666666,93.67088607594937,79.46428571428571,93.47826086956522,98.52941176470588,92.92929292929293,91.77921250895798,5.840685630172995
Correct Pokes (%) (Day),76.08695652173914,81.25,87.65432098765432,86.58536585365853,71.05263157894737,87.32394366197182,75.75757575757575,92.53731343283582,82.4742268041237,88.23529411764706,82.89576287161535,6.813348563739786
Recording Duration (Hours),22.23111111111111,23.682777777777776,22.606666666666666,23.700555555555557,22.574166666666667,22.295833333333334,22.518333333333334,23.61638888888889,22.580833333333334,23.525,22.933166666666672,0.6145139296098167
Battery Change (V),-0.05999999999999961,-0.05999999999999961,-0.04999999999999982,-0.05999999999999961,-0.0600000000000005,-0.040000000000000036,-0.05999999999999961,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.053999999999999826,0.006992058987800946
Battery Rate (V/hour),-0.0026989204318272515,-0.0025334865936334256,-0.002211736950751983,-0.0025315862262956634,-0.002657905422865392,-0.0017940571855727917,-0.0026644955961808723,-0.00211717380820757,-0.0022142672620585227,-0.002125398512221034,-0.0023549027989614507,0.0003042523685998029
Motor Turns (Mean),1.59375,1.7133333333333334,1.4452554744525548,1.5342465753424657,1.5044247787610618,1.2407407407407407,1.6,1.546875,1.3841463414634145,1.5211267605633803,1.5083899004656953,0.12955765697382632
Motor Turns (Median),1.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25,0.42491829279939874
Motor Turns Above 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
